seed,best_val_loss,mae_raw,r2_raw,rmse_raw,mae_clip,r2_clip,rmse_clip
42,0.0006997961932534559,0.028672517263279535,0.9411139616561516,0.04425900266662926,0.028672517263279535,0.9411139616561516,0.04425900266662926
43,0.0008601983782783565,0.032415089251415764,0.9242228571007557,0.05020703421724014,0.032415089251415764,0.9242228571007557,0.05020703421724014
44,0.0004642482817871496,0.022002617656474214,0.9587625858703601,0.03703745754705093,0.021991442737295325,0.9587649582094766,0.037036392171409596
45,0.0003905151776658992,0.018354378777036075,0.9695788272137656,0.03181144749685303,0.018306929727312668,0.9695957082292075,0.03180262002562311
46,0.0004878531358877404,0.02241667215737861,0.9582710472423952,0.03725754180455005,0.022387516349605046,0.958281554901013,0.037252850647063004
