seed,best_val_loss,mae_raw,r2_raw,rmse_raw,mae_clip,r2_clip,rmse_clip
42,0.0005246505566497541,0.022878166360790795,0.9542553469808643,0.03900907241383186,0.022850802186519643,0.9542646584150966,0.03900510201648205
43,0.00048008619180311344,0.022049828766875758,0.9557834337577917,0.03835199510034967,0.022046592332555293,0.9557847462168532,0.038351425904216925
44,0.0007814463493155523,0.03103590530919482,0.9367989939339078,0.04585191202017245,0.031012855999997688,0.9368075272814371,0.04584881647207402
45,0.0005397094096729739,0.02413184569772999,0.9506649463566603,0.04051102735390322,0.023951272420282645,0.9508092983537152,0.040451717277507133
46,0.00038593661884078756,0.01898022084182509,0.9633831413709175,0.034900849360660985,0.01897773198081507,0.9633834916678472,0.034900682419939245
