seed,mae_raw,r2_raw,rmse_raw,mae_clip,r2_clip,rmse_clip
42,0.03028356637097677,0.9279875836710478,0.04722741864251064,0.03028356637097677,0.9279875836710478,0.04722741864251064
43,0.029598437101701836,0.9326835941236533,0.045661584398376705,0.029598437101701836,0.9326835941236533,0.045661584398376705
44,0.029798147721546493,0.9312401575234531,0.046148538666923394,0.029798147721546493,0.9312401575234531,0.046148538666923394
45,0.029984192607731906,0.9259669151439625,0.047885435314439714,0.029984192607731906,0.9259669151439625,0.047885435314439714
46,0.03145966153559193,0.9248161247695684,0.04825617226588982,0.03145966153559193,0.9248161247695684,0.04825617226588982
