sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet
[emim]__[BEI]__R134a__283.1__0.3505,99,99,[emim],[BEI],R134a,283.1,0.3505,0.795,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__298.05__0.0105,100,100,[emim],[BEI],R134a,298.05,0.0105,0.019,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__298.1__0.0505,101,101,[emim],[BEI],R134a,298.1,0.0505,0.086,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__298.1__0.1005,102,102,[emim],[BEI],R134a,298.1,0.1005,0.1639999999999999,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__298.1__0.1504,103,103,[emim],[BEI],R134a,298.1,0.1504,0.236,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__298.1__0.2004,104,104,[emim],[BEI],R134a,298.1,0.2004,0.305,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__298.1__0.2503,105,105,[emim],[BEI],R134a,298.1,0.2503,0.37,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__298.1__0.3004,106,106,[emim],[BEI],R134a,298.1,0.3004,0.432,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__298.05__0.3505,107,107,[emim],[BEI],R134a,298.05,0.3505,0.491,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__323.15__0.0105,108,108,[emim],[BEI],R134a,323.15,0.0105,0.011,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__323.15__0.0505,109,109,[emim],[BEI],R134a,323.15,0.0505,0.046,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__323.15__0.1004,110,110,[emim],[BEI],R134a,323.15,0.1004,0.089,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__323.15__0.1505,111,111,[emim],[BEI],R134a,323.15,0.1505,0.13,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__323.15__0.2004,112,112,[emim],[BEI],R134a,323.15,0.2004,0.1689999999999999,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__323.15__0.2503,113,113,[emim],[BEI],R134a,323.15,0.2503,0.207,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__323.15__0.3003,114,114,[emim],[BEI],R134a,323.15,0.3003,0.243,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__323.15__0.3504,115,115,[emim],[BEI],R134a,323.15,0.3504,0.278,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__348.1__0.0104,116,116,[emim],[BEI],R134a,348.1,0.0104,0.006,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__348.1__0.0506,117,117,[emim],[BEI],R134a,348.1,0.0506,0.027,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__348.1__0.1004,118,118,[emim],[BEI],R134a,348.1,0.1004,0.053,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__348.1__0.1504,119,119,[emim],[BEI],R134a,348.1,0.1504,0.079,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__348.1__0.2004,120,120,[emim],[BEI],R134a,348.1,0.2004,0.103,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__348.05__0.2496,121,121,[emim],[BEI],R134a,348.05,0.2496,0.126,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__348.1__0.3005,122,122,[emim],[BEI],R134a,348.1,0.3005,0.149,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BEI]__R134a__348.05__0.3503,123,123,[emim],[BEI],R134a,348.05,0.3503,0.171,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__283.15__0.0379,124,124,[emim],[BF4],R32,283.15,0.0379,0.026,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__283.15__0.251,125,125,[emim],[BF4],R32,283.15,0.251,0.1837,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__283.15__0.3993,126,126,[emim],[BF4],R32,283.15,0.3993,0.2869,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__283.15__0.5031,127,127,[emim],[BF4],R32,283.15,0.5031,0.3573,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__283.15__0.5883,128,128,[emim],[BF4],R32,283.15,0.5883,0.4155,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__283.15__0.6549,129,129,[emim],[BF4],R32,283.15,0.6549,0.46,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__283.15__0.7079,130,130,[emim],[BF4],R32,283.15,0.7079,0.4962,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__283.15__0.7509,131,131,[emim],[BF4],R32,283.15,0.7509,0.5245,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__293.15__0.0369,132,132,[emim],[BF4],R32,293.15,0.0369,0.0212,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__293.15__0.1769,133,133,[emim],[BF4],R32,293.15,0.1769,0.1012,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__293.15__0.377,134,134,[emim],[BF4],R32,293.15,0.377,0.2099,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__293.15__0.5156,135,135,[emim],[BF4],R32,293.15,0.5156,0.2817,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__293.15__0.6391,136,136,[emim],[BF4],R32,293.15,0.6391,0.3443,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__293.15__0.7524,137,137,[emim],[BF4],R32,293.15,0.7524,0.3993,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__293.15__0.8753,138,138,[emim],[BF4],R32,293.15,0.8753,0.4582,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__303.15__0.0459,139,139,[emim],[BF4],R32,303.15,0.0459,0.0164,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__303.15__0.2353,140,140,[emim],[BF4],R32,303.15,0.2353,0.0961,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__303.15__0.45,141,141,[emim],[BF4],R32,303.15,0.45,0.1831,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__303.15__0.6267,142,142,[emim],[BF4],R32,303.15,0.6267,0.2499,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__303.15__0.7504,143,143,[emim],[BF4],R32,303.15,0.7504,0.295,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__303.15__0.8305,144,144,[emim],[BF4],R32,303.15,0.8305,0.3262,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__313.15__0.0482,145,145,[emim],[BF4],R32,313.15,0.0482,0.0132,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__313.15__0.1367,146,146,[emim],[BF4],R32,313.15,0.1367,0.0409,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__313.15__0.2502,147,147,[emim],[BF4],R32,313.15,0.2502,0.0767,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__313.15__0.4126,148,148,[emim],[BF4],R32,313.15,0.4126,0.1262,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__313.15__0.6648,149,149,[emim],[BF4],R32,313.15,0.6648,0.1972,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__313.15__0.8307,150,150,[emim],[BF4],R32,313.15,0.8307,0.2423,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__323.15__0.0552,151,151,[emim],[BF4],R32,323.15,0.0552,0.014,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__323.15__0.2468,152,152,[emim],[BF4],R32,323.15,0.2468,0.0617,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__323.15__0.4939,153,153,[emim],[BF4],R32,323.15,0.4939,0.1162,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__323.15__0.6768,154,154,[emim],[BF4],R32,323.15,0.6768,0.1551,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R32__323.15__0.8639,155,155,[emim],[BF4],R32,323.15,0.8639,0.1926,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__283.15__0.0374,156,156,[emim],[BF4],R134a,283.15,0.0374,0.0213,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__283.15__0.1261,157,157,[emim],[BF4],R134a,283.15,0.1261,0.0888,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__283.15__0.1994,158,158,[emim],[BF4],R134a,283.15,0.1994,0.1538,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__283.15__0.2517,159,159,[emim],[BF4],R134a,283.15,0.2517,0.2073,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__283.15__0.2899,160,160,[emim],[BF4],R134a,283.15,0.2899,0.2519,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__283.15__0.3182,161,161,[emim],[BF4],R134a,283.15,0.3182,0.2885,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__283.15__0.34,162,162,[emim],[BF4],R134a,283.15,0.34,0.3204,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__283.15__0.3567,163,163,[emim],[BF4],R134a,283.15,0.3567,0.3473,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__283.15__0.3697,164,164,[emim],[BF4],R134a,283.15,0.3697,0.3713,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__283.15__0.3806,165,165,[emim],[BF4],R134a,283.15,0.3806,0.3915,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__283.15__0.389,166,166,[emim],[BF4],R134a,283.15,0.389,0.4096,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__283.15__0.3956,167,167,[emim],[BF4],R134a,283.15,0.3956,0.4266,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__293.15__0.043,168,168,[emim],[BF4],R134a,293.15,0.043,0.0185,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__293.15__0.1511,169,169,[emim],[BF4],R134a,293.15,0.1511,0.0761,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__293.15__0.2439,170,170,[emim],[BF4],R134a,293.15,0.2439,0.1323,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__293.15__0.3083,171,171,[emim],[BF4],R134a,293.15,0.3083,0.175,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__293.15__0.3525,172,172,[emim],[BF4],R134a,293.15,0.3525,0.2076,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__293.15__0.3866,173,173,[emim],[BF4],R134a,293.15,0.3866,0.2352,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__303.15__0.0473,174,174,[emim],[BF4],R134a,303.15,0.0473,0.0168,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__303.15__0.1574,175,175,[emim],[BF4],R134a,303.15,0.1574,0.0583,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__303.15__0.2685,176,176,[emim],[BF4],R134a,303.15,0.2685,0.1029,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__303.15__0.3402,177,177,[emim],[BF4],R134a,303.15,0.3402,0.1343,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__303.15__0.3952,178,178,[emim],[BF4],R134a,303.15,0.3952,0.1607,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__303.15__0.4335,179,179,[emim],[BF4],R134a,303.15,0.4335,0.1788,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__313.15__0.052,180,180,[emim],[BF4],R134a,313.15,0.052,0.0127,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__313.15__0.18,181,181,[emim],[BF4],R134a,313.15,0.18,0.0462,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__313.15__0.2905,182,182,[emim],[BF4],R134a,313.15,0.2905,0.077,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__313.15__0.3639,183,183,[emim],[BF4],R134a,313.15,0.3639,0.0988,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__313.15__0.4161,184,184,[emim],[BF4],R134a,313.15,0.4161,0.1139,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__313.15__0.4496,185,185,[emim],[BF4],R134a,313.15,0.4496,0.1245,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__323.15__0.052,186,186,[emim],[BF4],R134a,323.15,0.052,0.0104,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__323.15__0.1856,187,187,[emim],[BF4],R134a,323.15,0.1856,0.0361,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__323.15__0.3257,188,188,[emim],[BF4],R134a,323.15,0.3257,0.0634,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__323.15__0.4084,189,189,[emim],[BF4],R134a,323.15,0.4084,0.0805,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__323.15__0.459,190,190,[emim],[BF4],R134a,323.15,0.459,0.0918,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R134a__323.15__0.4946,191,191,[emim],[BF4],R134a,323.15,0.4946,0.0986,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[BF4]__R125__313.15__0.646,192,192,[emim],[BF4],R125,313.15,0.646,0.0773,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__313.15__0.59,193,193,[emim],[BF4],R125,313.15,0.5900000000000001,0.0761,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__313.15__0.538,194,194,[emim],[BF4],R125,313.15,0.538,0.0721,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__313.15__0.468,195,195,[emim],[BF4],R125,313.15,0.4679999999999999,0.0624,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__313.15__0.41,196,196,[emim],[BF4],R125,313.15,0.41,0.057,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__313.15__0.33,197,197,[emim],[BF4],R125,313.15,0.3299999999999999,0.0459,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__313.15__0.229,198,198,[emim],[BF4],R125,313.15,0.229,0.0335,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__313.15__0.133,199,199,[emim],[BF4],R125,313.15,0.133,0.0223,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__333.15__0.75,200,200,[emim],[BF4],R125,333.15,0.75,0.0565,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__333.15__0.637,201,201,[emim],[BF4],R125,333.15,0.637,0.0512,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__333.15__0.586,202,202,[emim],[BF4],R125,333.15,0.5860000000000001,0.0465,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__333.15__0.516,203,203,[emim],[BF4],R125,333.15,0.516,0.0421,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__333.15__0.392,204,204,[emim],[BF4],R125,333.15,0.392,0.0347,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__333.15__0.293,205,205,[emim],[BF4],R125,333.15,0.293,0.0279,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__333.15__0.18,206,206,[emim],[BF4],R125,333.15,0.18,0.0188,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__333.15__0.096,207,207,[emim],[BF4],R125,333.15,0.096,0.0124,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__353.15__0.835,208,208,[emim],[BF4],R125,353.15,0.835,0.0469,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__353.15__0.739,209,209,[emim],[BF4],R125,353.15,0.739,0.0413,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__353.15__0.603,210,210,[emim],[BF4],R125,353.15,0.603,0.038,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__353.15__0.536,211,211,[emim],[BF4],R125,353.15,0.536,0.0321,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__353.15__0.439,212,212,[emim],[BF4],R125,353.15,0.4389999999999999,0.0277,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__353.15__0.345,213,213,[emim],[BF4],R125,353.15,0.345,0.0224,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[BF4]__R125__353.15__0.21,214,214,[emim],[BF4],R125,353.15,0.21,0.0156,F[B-](F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
