npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet
3582,3582,[hmim],[Tf2N],R1233zd(E),333.16,0.092,0.079,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)/C=C/Cl,Table S4. VLE HFOs
3583,3583,[hmim],[Tf2N],R1233zd(E),333.18,0.115,0.098,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)/C=C/Cl,Table S4. VLE HFOs
3584,3584,[hmim],[Tf2N],R1233zd(E),343.16,0.017,0.01,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)/C=C/Cl,Table S4. VLE HFOs
3585,3585,[hmim],[Tf2N],R1233zd(E),343.16,0.033,0.02,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)/C=C/Cl,Table S4. VLE HFOs
3586,3586,[hmim],[Tf2N],R1233zd(E),343.16,0.053,0.034,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)/C=C/Cl,Table S4. VLE HFOs
3587,3587,[hmim],[Tf2N],R1233zd(E),343.17,0.078,0.054,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)/C=C/Cl,Table S4. VLE HFOs
3588,3588,[hmim],[Tf2N],R1233zd(E),343.17,0.104,0.074,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)/C=C/Cl,Table S4. VLE HFOs
3589,3589,[hmim],[Tf2N],R1233zd(E),343.15,0.13,0.092,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)(F)/C=C/Cl,Table S4. VLE HFOs
3590,3590,[omim],[BF4],R1234yf,283.15,0.0548,0.0292,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3591,3591,[omim],[BF4],R1234yf,283.15,0.1023,0.0541,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3592,3592,[omim],[BF4],R1234yf,283.15,0.1492,0.0781,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3593,3593,[omim],[BF4],R1234yf,283.15,0.1929,0.1018,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3594,3594,[omim],[BF4],R1234yf,283.15,0.2337,0.1292,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3595,3595,[omim],[BF4],R1234yf,283.15,0.2759,0.1552,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3596,3596,[omim],[BF4],R1234yf,283.15,0.3145,0.1847,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3597,3597,[omim],[BF4],R1234yf,293.15,0.0576,0.0264,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3598,3598,[omim],[BF4],R1234yf,293.15,0.108,0.0474,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3599,3599,[omim],[BF4],R1234yf,293.15,0.1576,0.0683,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3600,3600,[omim],[BF4],R1234yf,293.15,0.2047,0.0877,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3601,3601,[omim],[BF4],R1234yf,293.15,0.2497,0.1075,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3602,3602,[omim],[BF4],R1234yf,293.15,0.2958,0.1279,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3603,3603,[omim],[BF4],R1234yf,293.15,0.3393,0.149,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3604,3604,[omim],[BF4],R1234yf,303.15,0.0608,0.0223,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3605,3605,[omim],[BF4],R1234yf,303.15,0.1143,0.039,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3606,3606,[omim],[BF4],R1234yf,303.15,0.1671,0.0556,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3607,3607,[omim],[BF4],R1234yf,303.15,0.2171,0.0717,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3608,3608,[omim],[BF4],R1234yf,303.15,0.2652,0.0882,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3609,3609,[omim],[BF4],R1234yf,303.15,0.3149,0.1041,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3610,3610,[omim],[BF4],R1234yf,303.15,0.3617,0.1203,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3611,3611,[omim],[BF4],R1234yf,313.15,0.0637,0.0193,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3612,3612,[omim],[BF4],R1234yf,313.15,0.12,0.0329,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3613,3613,[omim],[BF4],R1234yf,313.15,0.1754,0.0472,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3614,3614,[omim],[BF4],R1234yf,313.15,0.2283,0.0607,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3615,3615,[omim],[BF4],R1234yf,313.15,0.2793,0.0741,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3616,3616,[omim],[BF4],R1234yf,313.15,0.3319,0.0879,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3617,3617,[omim],[BF4],R1234yf,313.15,0.3823,0.1017,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3618,3618,[omim],[BF4],R1234yf,323.15,0.0668,0.016,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3619,3619,[omim],[BF4],R1234yf,323.15,0.1256,0.0276,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3620,3620,[omim],[BF4],R1234yf,323.15,0.1838,0.0395,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3621,3621,[omim],[BF4],R1234yf,323.15,0.2393,0.0509,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3622,3622,[omim],[BF4],R1234yf,323.15,0.2928,0.0625,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3623,3623,[omim],[BF4],R1234yf,323.15,0.3483,0.0742,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3624,3624,[omim],[BF4],R1234yf,323.15,0.4014,0.0859,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3625,3625,[omim],[BF4],R1234yf,333.15,0.0697,0.0134,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3626,3626,[omim],[BF4],R1234yf,333.15,0.131,0.0235,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3627,3627,[omim],[BF4],R1234yf,333.15,0.1916,0.034,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3628,3628,[omim],[BF4],R1234yf,333.15,0.2496,0.0439,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3629,3629,[omim],[BF4],R1234yf,333.15,0.3056,0.054,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3630,3630,[omim],[BF4],R1234yf,333.15,0.3639,0.0641,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3631,3631,[omim],[BF4],R1234yf,333.15,0.4196,0.0743,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3632,3632,[omim],[BF4],R1234yf,343.15,0.0725,0.0108,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3633,3633,[omim],[BF4],R1234yf,343.15,0.1361,0.0201,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3634,3634,[omim],[BF4],R1234yf,343.15,0.1993,0.0291,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3635,3635,[omim],[BF4],R1234yf,343.15,0.2598,0.0375,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3636,3636,[omim],[BF4],R1234yf,343.15,0.3185,0.0458,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3637,3637,[omim],[BF4],R1234yf,343.15,0.3793,0.0546,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3638,3638,[omim],[BF4],R1234yf,343.15,0.4379,0.0628,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3639,3639,[omim],[BF4],R1234ze(E),283.15,0.045,0.0595,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3640,3640,[omim],[BF4],R1234ze(E),283.15,0.082,0.1144,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3641,3641,[omim],[BF4],R1234ze(E),283.15,0.117,0.1692,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3642,3642,[omim],[BF4],R1234ze(E),283.15,0.15,0.2204,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3643,3643,[omim],[BF4],R1234ze(E),283.15,0.181,0.2689,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3644,3644,[omim],[BF4],R1234ze(E),283.15,0.211,0.3176,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3645,3645,[omim],[BF4],R1234ze(E),283.15,0.236,0.3614,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3646,3646,[omim],[BF4],R1234ze(E),293.15,0.049,0.0529,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3647,3647,[omim],[BF4],R1234ze(E),293.15,0.091,0.0984,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3648,3648,[omim],[BF4],R1234ze(E),293.15,0.133,0.1406,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3649,3649,[omim],[BF4],R1234ze(E),293.15,0.173,0.183,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3650,3650,[omim],[BF4],R1234ze(E),293.15,0.211,0.223,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3651,3651,[omim],[BF4],R1234ze(E),293.15,0.248,0.265,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3652,3652,[omim],[BF4],R1234ze(E),293.15,0.281,0.3032,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3653,3653,[omim],[BF4],R1234ze(E),303.15,0.053,0.045,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3654,3654,[omim],[BF4],R1234ze(E),303.15,0.101,0.0805,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3655,3655,[omim],[BF4],R1234ze(E),303.15,0.148,0.1153,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3656,3656,[omim],[BF4],R1234ze(E),303.15,0.194,0.1502,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3657,3657,[omim],[BF4],R1234ze(E),303.15,0.237,0.1835,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3658,3658,[omim],[BF4],R1234ze(E),303.15,0.28,0.2189,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3659,3659,[omim],[BF4],R1234ze(E),303.15,0.32,0.2513,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3660,3660,[omim],[BF4],R1234ze(E),313.15,0.058,0.0368,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3661,3661,[omim],[BF4],R1234ze(E),313.15,0.11,0.0658,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3662,3662,[omim],[BF4],R1234ze(E),313.15,0.161,0.0948,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3663,3663,[omim],[BF4],R1234ze(E),313.15,0.212,0.1236,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3664,3664,[omim],[BF4],R1234ze(E),313.15,0.26,0.1513,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3665,3665,[omim],[BF4],R1234ze(E),313.15,0.309,0.1804,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3666,3666,[omim],[BF4],R1234ze(E),313.15,0.354,0.2067,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3667,3667,[omim],[BF4],R1234ze(E),323.15,0.062,0.0302,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3668,3668,[omim],[BF4],R1234ze(E),323.15,0.118,0.0544,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3669,3669,[omim],[BF4],R1234ze(E),323.15,0.173,0.0784,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3670,3670,[omim],[BF4],R1234ze(E),323.15,0.227,0.1025,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3671,3671,[omim],[BF4],R1234ze(E),323.15,0.279,0.126,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3672,3672,[omim],[BF4],R1234ze(E),323.15,0.334,0.1498,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3673,3673,[omim],[BF4],R1234ze(E),323.15,0.383,0.1722,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3674,3674,[omim],[BF4],R1234ze(E),333.15,0.066,0.0246,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3675,3675,[omim],[BF4],R1234ze(E),333.15,0.125,0.0451,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3676,3676,[omim],[BF4],R1234ze(E),333.15,0.184,0.0657,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3677,3677,[omim],[BF4],R1234ze(E),333.15,0.242,0.0856,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3678,3678,[omim],[BF4],R1234ze(E),333.15,0.298,0.1053,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3679,3679,[omim],[BF4],R1234ze(E),333.15,0.356,0.1257,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3680,3680,[omim],[BF4],R1234ze(E),333.15,0.409,0.1447,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3681,3681,[omim],[BF4],R1234ze(E),343.15,0.07,0.02,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3682,3682,[omim],[BF4],R1234ze(E),343.15,0.132,0.0375,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3683,3683,[omim],[BF4],R1234ze(E),343.15,0.194,0.0545,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3684,3684,[omim],[BF4],R1234ze(E),343.15,0.256,0.0716,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3685,3685,[omim],[BF4],R1234ze(E),343.15,0.315,0.0881,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3686,3686,[omim],[BF4],R1234ze(E),343.15,0.377,0.105,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3687,3687,[omim],[BF4],R1234ze(E),343.15,0.433,0.1209,F[B-](F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs
3688,3688,[omim],[PF6],R1234yf,283.15,0.0538,0.0317,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3689,3689,[omim],[PF6],R1234yf,283.15,0.1016,0.0613,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3690,3690,[omim],[PF6],R1234yf,283.15,0.1432,0.0842,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3691,3691,[omim],[PF6],R1234yf,283.15,0.1907,0.1098,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3692,3692,[omim],[PF6],R1234yf,283.15,0.2314,0.1376,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3693,3693,[omim],[PF6],R1234yf,283.15,0.2729,0.1652,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3694,3694,[omim],[PF6],R1234yf,283.15,0.3112,0.1894,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3695,3695,[omim],[PF6],R1234yf,293.15,0.0568,0.026,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3696,3696,[omim],[PF6],R1234yf,293.15,0.1074,0.0497,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3697,3697,[omim],[PF6],R1234yf,293.15,0.1573,0.0692,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3698,3698,[omim],[PF6],R1234yf,293.15,0.2037,0.0917,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3699,3699,[omim],[PF6],R1234yf,293.15,0.2489,0.1116,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3700,3700,[omim],[PF6],R1234yf,293.15,0.2938,0.1354,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3701,3701,[omim],[PF6],R1234yf,293.15,0.3382,0.1547,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3702,3702,[omim],[PF6],R1234yf,303.15,0.0597,0.0219,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3703,3703,[omim],[PF6],R1234yf,303.15,0.1136,0.0417,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3704,3704,[omim],[PF6],R1234yf,303.15,0.1663,0.0586,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3705,3705,[omim],[PF6],R1234yf,303.15,0.2161,0.0765,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3706,3706,[omim],[PF6],R1234yf,303.15,0.2644,0.0928,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3707,3707,[omim],[PF6],R1234yf,303.15,0.3132,0.1118,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3708,3708,[omim],[PF6],R1234yf,303.15,0.3606,0.1279,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3709,3709,[omim],[PF6],R1234yf,313.15,0.0625,0.0182,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
3710,3710,[omim],[PF6],R1234yf,313.15,0.1233,0.0358,F[P-](F)(F)(F)(F)F,C(CCCCCCC)[N+]1=CN(C=C1)C,C(=C(F)F)(C(F)(F)F)F,Table S4. VLE HFOs
