sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet,ens_ae_v6,ens_ae_v7,delta_ae,abs_err_v7,pred_v7,pred_v6
[emim]__[Tf2N]__R134a__298__0.335,661,661,[emim],[Tf2N],R134a,298.0,0.335,0.3992,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.01658434705734252,0.02430865200000004,-0.007724304942657523,0.02430865200000004,0.42350865200000004,0.4157843470573425
[emim]__[Tf2N]__R134a__298__0.444,663,663,[emim],[Tf2N],R134a,298.0,0.444,0.5228,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.023861719655990654,0.01928580999999996,0.004575909655990695,0.01928580999999996,0.54208581,0.4989382803440094
[emim]__[Tf2N]__R134a__298__0.537,665,665,[emim],[Tf2N],R134a,298.0,0.537,0.6344,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.08115179719924925,0.011471089999999906,0.06968070719924935,0.011471089999999906,0.6229289100000001,0.5532482028007507
[emim]__[Tf2N]__R134a__323__0.166,671,671,[emim],[Tf2N],R134a,323.0,0.166,0.1055,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.004419066727161414,0.0019222740000000016,0.002496792727161412,0.0019222740000000016,0.107422274,0.10991906672716141
[emim]__[Tf2N]__R134a__348__0.051,684,684,[emim],[Tf2N],R134a,348.0,0.051,0.0087,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.01628455159366131,0.0131414896,0.0031430619936613086,0.0131414896,0.0218414896,0.02498455159366131
[emim]__[Tf2N]__R134a__348__1.399,698,698,[emim],[Tf2N],R134a,348.0,1.399,0.4722,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.04014542131423954,0.03328014200000001,0.006865279314239525,0.03328014200000001,0.505480142,0.5123454213142395
[emim]__[Tf2N]__R134a__303__0.099831,703,703,[emim],[Tf2N],R134a,303.0,0.099831,0.11688,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.013009296720027916,0.014467889400000003,-0.0014585926799720872,0.014467889400000003,0.1024121106,0.10387070327997208
[emim]__[Tf2N]__R134a__303.15__0.0599,709,709,[emim],[Tf2N],R134a,303.15,0.0599,0.07,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.004411257505416877,0.0044632594000000025,-5.200189458312576e-05,0.0044632594000000025,0.0655367406,0.06558874249458313
[emim]__[Tf2N]__R134a__303.15__0.068,722,722,[emim],[Tf2N],R134a,303.15,0.068,0.076,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.003390623092651368,0.0039063810000000004,-0.0005157579073486324,0.0039063810000000004,0.072093619,0.07260937690734863
[emim]__[Tf2N]__R134a__303.15__0.097,723,723,[emim],[Tf2N],R134a,303.15,0.097,0.105,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.00442343682050704,0.005946205199999985,-0.0015227683794929447,0.005946205199999985,0.09905379480000001,0.10057656317949296
[emim]__[Tf2N]__R125__348.1__0.2998,756,756,[emim],[Tf2N],R125,348.1,0.2998,0.05,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.01576271876692771,0.012655394799999997,0.0031073239669277136,0.012655394799999997,0.0626553948,0.06576271876692771
[emim]__[Tf2N]__R125__348.2__0.7998,760,760,[emim],[Tf2N],R125,348.2,0.7998,0.14,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.0031729614734649636,0.009282665999999995,-0.006109704526535031,0.009282665999999995,0.149282666,0.14317296147346498
[emim]__[Tf2N]__R125__348.1__0.9997,761,761,[emim],[Tf2N],R125,348.1,0.9997,0.171,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.027577541112899756,0.017446531999999987,0.01013100911289977,0.017446531999999987,0.188446532,0.19857754111289977
[emim]__[Tf2N]__R125__303.15__0.063,763,763,[emim],[Tf2N],R125,303.15,0.063,0.0305,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.01290723380446434,0.012350398599999993,0.0005568352044643468,0.012350398599999993,0.04285039859999999,0.04340723380446434
[emim]__[Tf2N]__R125__303.15__0.4853,770,770,[emim],[Tf2N],R125,303.15,0.4853,0.2279,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.027528916215896593,0.02967748400000003,-0.002148567784103439,0.02967748400000003,0.257577484,0.2554289162158966
[emim]__[TFES]__R32__298.05__0.2484,774,774,[emim],[TFES],R32,298.05,0.2484,0.133,FC(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.032957179665565495,0.029483419999999982,0.0034737596655655123,0.029483419999999982,0.16248342,0.1659571796655655
[emim]__[TFES]__R32__298.05__0.5496,776,776,[emim],[TFES],R32,298.05,0.5496,0.2789999999999999,FC(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.06787667489051818,0.05066811199999993,0.017208562890518253,0.05066811199999993,0.32966811199999996,0.3468766748905182
[bmim]__[Ac]__R32__298.15__0.5498,784,784,[bmim],[Ac],R32,298.15,0.5498,0.336,CC(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.06857465958595277,0.02606476000000002,0.04250989958595275,0.02606476000000002,0.30993524,0.26742534041404725
[bmim]__[Ac]__R32__298.15__0.2,790,790,[bmim],[Ac],R32,298.15,0.2,0.161,CC(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.060934604763984684,0.03455664620000001,0.02637795856398467,0.03455664620000001,0.1264433538,0.10006539523601532
[bmim]__[Ac]__R125__298.15__0.4,798,798,[bmim],[Ac],R125,298.15,0.4,0.429,CC(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.26134341740608213,0.11043304599999998,0.15091037140608216,0.11043304599999998,0.318566954,0.16765658259391786
[bmim]__[BF4]__R32__298.2__0.3999,812,812,[bmim],[BF4],R32,298.2,0.3999,0.272,F[B-](F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.06256655168533326,0.03599499400000003,0.02657155768533323,0.03599499400000003,0.236005006,0.20943344831466676
[bmim]__[BF4]__R32__323.2__0.3996,820,820,[bmim],[BF4],R32,323.2,0.3996,0.154,F[B-](F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.023473490118980395,0.015960909999999995,0.0075125801189804,0.015960909999999995,0.13803909,0.1305265098810196
[bmim]__[BF4]__R32__348.1__0.0996,826,826,[bmim],[BF4],R32,348.1,0.0996,0.0579999999999999,F[B-](F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.02490274253487587,0.027999339600000003,-0.0030965970651241313,0.027999339600000003,0.0300006604,0.03309725746512413
[bmim]__[BF4]__R32__348.1__0.8496,831,831,[bmim],[BF4],R32,348.1,0.8496,0.214,F[B-](F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.006920789122581483,0.003606002000000025,0.0033147871225814585,0.003606002000000025,0.21039399799999997,0.2070792108774185
[bmim]__[BF4]__R125__298.15__1,846,846,[bmim],[BF4],R125,298.15,1.0,0.378,F[B-](F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.022003319978713964,0.071230146,-0.04922682602128603,0.071230146,0.306769854,0.40000331997871397
[bmim]__[FS]__R32__298.15__0.8494,853,853,[bmim],[FS],R32,298.15,0.8494,0.5710000000000001,FC(F)(F)C(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.021812132835388187,0.03607319200000003,-0.014261059164611845,0.03607319200000003,0.607073192,0.5928121328353881
[bmim]__[HFPS]__R32__298.15__0.8494,861,861,[bmim],[HFPS],R32,298.15,0.8494,0.604,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.04382096910476685,0.045050227999999914,-0.0012292588952330652,0.045050227999999914,0.5589497720000001,0.5601790308952331
[bmim]__[HFPS]__R134a__323.15__0.0101,879,879,[bmim],[HFPS],R134a,323.15,0.0101,0.006,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.012165937438607216,0.0154025036,-0.0032365661613927843,0.0154025036,0.0214025036,0.018165937438607217
[bmim]__[HFPS]__R134a__323.15__0.1993,883,883,[bmim],[HFPS],R134a,323.15,0.1993,0.1169999999999999,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.004499246358871459,0.0048138911999999895,-0.00031464484112853075,0.0048138911999999895,0.1218138912,0.12149924635887147
[bmim]__[HFPS]__R134a__348.05__0.2495,892,892,[bmim],[HFPS],R134a,348.05,0.2495,0.087,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.0017716367840766994,0.0010886310000000066,0.0006830057840766929,0.0010886310000000066,0.088088631,0.0887716367840767
[bmim]__[MeSO4]__R32__298.15__1.0006,902,902,[bmim],[MeSO4],R32,298.15,1.0006,0.489,COS(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.034781549930572475,0.05330925199999992,-0.018527702069427443,0.05330925199999992,0.5423092519999999,0.5237815499305725
[bmim]__[OTf]__R32__273.15__0.195,904,904,[bmim],[OTf],R32,273.15,0.195,0.243,FC(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.0030811674594879157,0.0038291060000000265,-0.0007479385405121108,0.0038291060000000265,0.24682910600000002,0.2460811674594879
[bmim]__[OTf]__R32__273.14__0.636,909,909,[bmim],[OTf],R32,273.14,0.636,0.683,FC(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.061727507591247566,0.05353877200000001,0.008188735591247553,0.05353877200000001,0.629461228,0.6212724924087525
[bmim]__[OTf]__R32__298.14__0.4,913,913,[bmim],[OTf],R32,298.14,0.4,0.264,FC(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.008501629471778904,0.0025370299999999957,0.005964599471778909,0.0025370299999999957,0.26146297,0.2554983705282211
[bmim]__[OTf]__R152a__323.15__0.421,940,940,[bmim],[OTf],R152a,323.15,0.421,0.305,FC(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.0008162069320678533,0.0029671299999999845,-0.002150923067932131,0.0029671299999999845,0.30203287,0.30418379306793214
[bmim]__[OTf]__R152a__323.16__0.813,944,944,[bmim],[OTf],R152a,323.16,0.813,0.536,FC(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.06439825749397282,0.040089594000000006,0.024308663493972815,0.040089594000000006,0.495910406,0.4716017425060272
[bmim]__[PF6]__R41__298.05__0.0499,962,962,[bmim],[PF6],R41,298.05,0.0499,0.0139999999999999,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CF,Table S3. VLE HFCs,0.01033670051395893,0.010694279399999998,-0.00035757888604106766,0.010694279399999998,0.024694279399999998,0.02433670051395893
[bmim]__[PF6]__R41__298.05__1.9992,969,969,[bmim],[PF6],R41,298.05,1.9992,0.484,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CF,Table S3. VLE HFCs,0.038427237033843986,0.032534512000000015,0.005892725033843971,0.032534512000000015,0.516534512,0.522427237033844
[bmim]__[PF6]__R41__348.18__0.0097,978,978,[bmim],[PF6],R41,348.18,0.0097,0.002,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CF,Table S3. VLE HFCs,0.001619976431131363,0.00541127954,-0.0037913031088686374,0.00541127954,-0.00341127954,0.0003800235688686371
[bmim]__[PF6]__R32__283.2__0.5497,991,991,[bmim],[PF6],R32,283.2,0.5497,0.5579999999999999,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.08008456397056585,0.041443888000000095,0.03864067597056575,0.041443888000000095,0.516556112,0.4779154360294342
[bmim]__[PF6]__R32__298.1__0.6995,999,999,[bmim],[PF6],R32,298.1,0.6995,0.475,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.04992518424987791,0.017575699999999972,0.032349484249877936,0.017575699999999972,0.4574243,0.42507481575012207
[bmim]__[PF6]__R32__323.1__0.6996,1007,1007,[bmim],[PF6],R32,323.1,0.6996,0.285,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.018100825548171995,0.010675166000000014,0.007425659548171981,0.010675166000000014,0.27432483399999996,0.266899174451828
[bmim]__[PF6]__R32__298.15__0.6,1022,1022,[bmim],[PF6],R32,298.15,0.6,0.384,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.01197007560729979,0.01921132200000003,-0.00724124639270024,0.01921132200000003,0.40321132200000004,0.3720299243927002
[bmim]__[PF6]__R23__298.1__0.3993,1035,1035,[bmim],[PF6],R23,298.1,0.3993,0.079,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs,0.0006548426151275627,0.008005304000000005,-0.007350461384872442,0.008005304000000005,0.087005304,0.07965484261512756
[bmim]__[PF6]__R23__298__1.0004,1037,1037,[bmim],[PF6],R23,298.0,1.0004,0.195,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs,0.008105643391609185,0.007218944000000005,0.0008866993916091803,0.007218944000000005,0.202218944,0.2031056433916092
[bmim]__[PF6]__R23__298.1__1.3006,1038,1038,[bmim],[PF6],R23,298.1,1.3006,0.25,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs,0.02274329662322999,0.015986832000000006,0.006756464623229985,0.015986832000000006,0.265986832,0.27274329662323
[bmim]__[PF6]__R161__283.18__0.0099,1059,1059,[bmim],[PF6],R161,283.18,0.0099,0.009,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.020730599746108053,0.0237005858,-0.0029699860538919473,0.0237005858,0.0327005858,0.029730599746108054
[bmim]__[PF6]__R161__323.14__0.1996,1075,1075,[bmim],[PF6],R161,323.14,0.1996,0.0819999999999999,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.0016706876158714273,0.007312512800000004,-0.005641825184128577,0.007312512800000004,0.0746874872,0.08032931238412858
[bmim]__[PF6]__R161__348.13__0.2996,1084,1084,[bmim],[PF6],R161,348.13,0.2996,0.076,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs,0.003773978888988491,0.0032647261999999982,0.000509252688988493,0.0032647261999999982,0.0727352738,0.07977397888898849
[bmim]__[PF6]__R152a__283.1__0.3196,1095,1095,[bmim],[PF6],R152a,283.1,0.3196,0.799,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.29095041656494147,0.24213613200000006,0.04881428456494141,0.24213613200000006,0.556863868,0.5080495834350586
[bmim]__[PF6]__R152a__298.2__0.01,1096,1096,[bmim],[PF6],R152a,298.2,0.01,0.03,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.006272808164358143,0.0075302962000000015,-0.0012574880356418586,0.0075302962000000015,0.0375302962,0.03627280816435814
[bmim]__[PF6]__R152a__298.2__0.1492,1099,1099,[bmim],[PF6],R152a,298.2,0.1492,0.195,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.03388614475727081,0.021600659999999994,0.012285484757270815,0.021600659999999994,0.17339934,0.1611138552427292
[bmim]__[PF6]__R152a__348.2__0.2496,1114,1114,[bmim],[PF6],R152a,348.2,0.2496,0.086,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs,0.029260519087314613,0.018596132799999998,0.010664386287314614,0.018596132799999998,0.10459613279999999,0.1152605190873146
[bmim]__[PF6]__R143a__285.4__0.7483,1125,1125,[bmim],[PF6],R143a,285.4,0.7483,0.241,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.001648185014724718,0.008302977999999961,-0.006654792985275243,0.008302977999999961,0.24930297799999995,0.23935181498527527
[bmim]__[PF6]__R143a__298.1__0.2005,1128,1128,[bmim],[PF6],R143a,298.1,0.2005,0.042,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.0026657851338386523,0.004683526999999993,-0.0020177418661613405,0.004683526999999993,0.046683526999999995,0.044665785133838655
[bmim]__[PF6]__R143a__323.2__0.7003,1142,1142,[bmim],[PF6],R143a,323.2,0.7003,0.094,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.013841217249631887,0.002337939999999983,0.011503277249631905,0.002337939999999983,0.09166206000000002,0.08015878275036811
[bmim]__[PF6]__R143a__323.2__1.0003,1143,1143,[bmim],[PF6],R143a,323.2,1.0003,0.131,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,CC(F)(F)F,Table S3. VLE HFCs,0.0019972892999648995,0.0033868899999999758,-0.0013896007000350763,0.0033868899999999758,0.13438688999999998,0.1329972892999649
[bmim]__[PF6]__R134__283.15__0.1503,1156,1156,[bmim],[PF6],R134,283.15,0.1503,0.542,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.0692962868213654,0.066350662,0.0029456248213654,0.066350662,0.47564933800000003,0.47270371317863463
[bmim]__[PF6]__R134__323.15__0.2504,1172,1172,[bmim],[PF6],R134,323.15,0.2504,0.255,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.004482014179229721,0.0032592520000000458,0.001222762179229675,0.0032592520000000458,0.25825925200000005,0.2594820141792297
[bmim]__[PF6]__R134__348.16__0.0505,1176,1176,[bmim],[PF6],R134,348.16,0.0505,0.0289999999999999,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.00756133487820625,0.007833707199999995,-0.0002723723217937443,0.007833707199999995,0.036833707199999996,0.03656133487820625
[bmim]__[PF6]__R134a__323.1__0.1499,1202,1202,[bmim],[PF6],R134a,323.1,0.1499,0.065,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.00726748123764992,0.003553364999999996,0.003714116237649924,0.003553364999999996,0.061446635000000006,0.05773251876235008
[bmim]__[PF6]__R134a__348.1__0.0498,1208,1208,[bmim],[PF6],R134a,348.1,0.0498,0.009,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.010763289391994476,0.008741078000000001,0.0020222113919944745,0.008741078000000001,0.017741078,0.019763289391994475
[bmim]__[PF6]__R134a__348.2__0.349,1214,1214,[bmim],[PF6],R134a,348.2,0.349,0.085,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.010931037962436677,0.010945913200000004,-1.4875237563327648e-05,0.010945913200000004,0.0740540868,0.07406896203756333
[bmim]__[PF6]__R125__323.1__0.5996,1239,1239,[bmim],[PF6],R125,323.1,0.5996,0.087,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.016289484977722174,0.004814092800000003,0.011475392177722171,0.004814092800000003,0.0918140928,0.10328948497772217
[bmim]__[PF6]__R125__348.2__0.4998,1247,1247,[bmim],[PF6],R125,348.2,0.4998,0.043,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.004897347062826157,0.0002046320000000032,0.004692715062826154,0.0002046320000000032,0.043204632,0.047897347062826154
[bmim]__[PF6]__R125__298.15__0.05,1251,1251,[bmim],[PF6],R125,298.15,0.05,0.012,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.015920086681842804,0.0101517926,0.005768294081842804,0.0101517926,0.0221517926,0.027920086681842805
[bmim]__[PF6]__R125__298.15__0.6,1255,1255,[bmim],[PF6],R125,298.15,0.6,0.16,F[P-](F)(F)(F)(F)F,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.08132786393165589,0.04413012999999996,0.03719773393165593,0.04413012999999996,0.20413012999999997,0.2413278639316559
[bmim]__[SCN]__R32__298.15__0.6,1270,1270,[bmim],[SCN],R32,298.15,0.6,0.212,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.061112243413925155,0.009908879999999981,0.051203363413925174,0.009908879999999981,0.20209112,0.27311224341392515
[bmim]__[SCN]__R32__298.15__0.8,1271,1271,[bmim],[SCN],R32,298.15,0.8,0.28,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.08999920606613154,0.0025805099999999803,0.08741869606613156,0.0025805099999999803,0.27741949000000005,0.36999920606613157
[bmim]__[SCN]__R125__298.15__0.05,1273,1273,[bmim],[SCN],R125,298.15,0.05,0.001,[S-]C#N,C(CCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.021169886529445646,0.002281451466,0.018888435063445647,0.002281451466,-0.0012814514660000002,0.022169886529445647
[bmim]__[TFES]__R32__298.15__0.0999,1281,1281,[bmim],[TFES],R32,298.15,0.0999,0.072,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.000767628967761988,2.6480000000009274e-05,0.0007411489677619787,2.6480000000009274e-05,0.07202648,0.071232371032238
[bmim]__[TPES]__R32__298.15__0.5494,1292,1292,[bmim],[TPES],R32,298.15,0.5494,0.445,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.0009063589572906317,0.002587339999999938,-0.0016809810427093064,0.002587339999999938,0.44758733999999994,0.44590635895729064
[bmim]__[TPES]__R134a__283.05__0.2002,1300,1300,[bmim],[TPES],R134a,283.05,0.2002,0.466,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.016444322824478164,0.007588032000000078,0.008856290824478086,0.007588032000000078,0.45841196799999995,0.44955567717552186
[bmim]__[TPES]__R134a__298.1__0.2504,1309,1309,[bmim],[TPES],R134a,298.1,0.2504,0.368,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.008921795368194596,0.002589520000000012,0.006332275368194584,0.002589520000000012,0.36541048,0.3590782046318054
[bmim]__[TPES]__R134a__347.9__0.2006,1324,1324,[bmim],[TPES],R134a,347.9,0.2006,0.103,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.011034084737300873,0.006265885999999998,0.004768198737300874,0.006265885999999998,0.096734114,0.09196591526269912
[bmim]__[TTES]__R32__298.15__0.55,1332,1332,[bmim],[TTES],R32,298.15,0.55,0.428,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.005477246522903434,0.0013415999999999983,0.004135646522903436,0.0013415999999999983,0.4293416,0.42252275347709656
[bmim]__[TTES]__R134a__282.1__0.2002,1340,1340,[bmim],[TTES],R134a,282.1,0.2002,0.426,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.003863204479217508,0.010081553999999993,-0.006218349520782485,0.010081553999999993,0.436081554,0.4221367955207825
[bmim]__[TTES]__R134a__323.15__0.1002,1354,1354,[bmim],[TTES],R134a,323.15,0.1002,0.076,FC(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],C(CCC)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs,0.010381031990051262,0.003952742800000006,0.006428289190051256,0.003952742800000006,0.07204725719999999,0.06561896800994874
