sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet,ens_ae_v6,ens_ae_v7,delta_ae,abs_err_v7,pred_v7,pred_v6
[omim]__[TFES]__R23__298.1__0.4999,2080,2080,[omim],[TFES],R23,298.1,0.4999,0.145,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs,0.01475213348865509,0.016027451999999998,-0.0012753185113449084,0.016027451999999998,0.161027452,0.15975213348865508
[omim]__[TFES]__R23__298.1__0.25,2081,2081,[omim],[TFES],R23,298.1,0.25,0.075,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs,0.0057205259799957275,0.0036497189999999957,0.002070806979995732,0.0036497189999999957,0.07864971899999999,0.08072052597999572
[omim]__[TFES]__R23__323.1__1.5009,2095,2095,[omim],[TFES],R23,323.1,1.5009,0.262,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCC)[N+]1=CN(C=C1)C,C(F)(F)F,Table S3. VLE HFCs,0.002422598481178262,0.011020665999999957,-0.008598067518821695,0.011020665999999957,0.25097933400000005,0.2644225984811783
[doim]__[I]__R32__298__1.00024,2110,2110,[doim],[I],R32,298.0,1.00024,0.468,[I-],CCCCCCCCn1cc[n+](CCCCCCCC)c1,C(F)F,Table S3. VLE HFCs,0.01833882999420161,0.02794332000000005,-0.009604490005798438,0.02794332000000005,0.44005668,0.48633882999420164
[C8H4F13C1im]__[BEI]__R134a__323__0.199951,2120,2120,[C8H4F13C1im],[BEI],R134a,323.0,0.199951,0.20583,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs,0.0038130503463745247,0.002614272000000001,0.0011987783463745239,0.002614272000000001,0.208444272,0.2020169496536255
[C8H4F13C1im]__[BEI]__R134a__343__0.024864,2123,2123,[C8H4F13C1im],[BEI],R134a,343.0,0.024864,0.02158,FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs,0.015098676307201384,0.009743725399999997,0.005354950907201388,0.009743725399999997,0.031323725399999995,0.03667867630720138
[C8H4F13C1im]__[Tf2N]__R134a__303__0.19885,2132,2132,[C8H4F13C1im],[Tf2N],R134a,303.0,0.19885,0.28974,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs,0.019863490095138547,0.013747875999999992,0.006115614095138555,0.013747875999999992,0.275992124,0.26987650990486145
[C8H4F13C1im]__[Tf2N]__R134a__303__0.34931,2134,2134,[C8H4F13C1im],[Tf2N],R134a,303.0,0.34931,0.4586,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1cc[n+](C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs,0.04059133872985843,0.008323994000000001,0.03226734472985843,0.008323994000000001,0.450276006,0.4180086612701416
[dmim]__[TFES]__R32__298.15__0.5481,2151,2151,[dmim],[TFES],R32,298.15,0.5481,0.357,FC(F)C(F)(F)S(=O)(=O)[O-],C(CCCCCCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs,0.028150867700576787,0.054083828000000056,-0.02593296029942327,0.054083828000000056,0.41108382800000004,0.38515086770057677
[dmpim]__[Tf2N]__R32__298.15__1.0011,2162,2162,[dmpim],[Tf2N],R32,298.15,1.0011,0.6509999999999999,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs,0.021731246471405008,0.0026491920000000224,0.019082054471404986,0.0026491920000000224,0.648350808,0.629268753528595
[dmpim]__[TMeM]__R32__283.15__0.6997,2168,2168,[dmpim],[TMeM],R32,283.15,0.6997,0.7,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs,0.013754224777221657,0.023727598000000016,-0.009973373222778359,0.023727598000000016,0.6762724019999999,0.6862457752227783
[dmpim]__[TMeM]__R32__348.05__0.0094,2186,2186,[dmpim],[TMeM],R32,348.05,0.0094,0.0,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs,0.01350397728383541,0.005564422960000001,0.00793955432383541,0.005564422960000001,0.005564422960000001,0.01350397728383541
[dmpim]__[TMeM]__R32__348.05__0.2504,2188,2188,[dmpim],[TMeM],R32,348.05,0.2504,0.088,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,C(F)F,Table S3. VLE HFCs,0.019229214906692507,0.013744059800000014,0.005485155106692494,0.013744059800000014,0.10174405980000001,0.1072292149066925
[dmpim]__[TMeM]__R134__323.13__0.1,2211,2211,[dmpim],[TMeM],R134,323.13,0.1,0.145,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,FC(F)C(F)F,Table S3. VLE HFCs,0.008010713458061203,0.008069240000000005,-5.852654193880258e-05,0.008069240000000005,0.13693075999999998,0.1369892865419388
[dmpim]__[TMeM]__R134__323.11__0.15,2212,2212,[dmpim],[TMeM],R134,323.11,0.15,0.215,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,FC(F)C(F)F,Table S3. VLE HFCs,0.008724071979522713,0.009590061999999983,-0.0008659900204772697,0.009590061999999983,0.20540993800000001,0.20627592802047728
[dmpim]__[TMeM]__R134__323.1__0.2,2213,2213,[dmpim],[TMeM],R134,323.1,0.2,0.278,FC(F)(F)S(=O)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CCCn1cc[n+](C)c1C,FC(F)C(F)F,Table S3. VLE HFCs,0.005264279127121019,0.004823746000000018,0.0004405331271210011,0.004823746000000018,0.273176254,0.272735720872879
[empy]__[PFBS]__R32__303.15__0.2507,2228,2228,[empy],[PFBS],R32,303.15,0.2507,0.2003,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],CC[n+]1cccc(C)c1,C(F)F,Table S3. VLE HFCs,0.0024983534097671456,0.004605000000000026,-0.00210664659023288,0.004605000000000026,0.19569499999999998,0.19780164659023286
[empy]__[PFBS]__R134a__303.15__0.4017,2242,2242,[empy],[PFBS],R134a,303.15,0.4017,0.4176,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],CC[n+]1cccc(C)c1,C(C(F)(F)F)F,Table S3. VLE HFCs,0.00915535082817076,0.01968737599999998,-0.010532025171829218,0.01968737599999998,0.437287376,0.4267553508281708
[empy]__[PFBS]__R125__303.15__0.3499,2251,2251,[empy],[PFBS],R125,303.15,0.3499,0.2687,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],CC[n+]1cccc(C)c1,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.010931088876724226,0.012894860000000008,-0.0019637711232757815,0.012894860000000008,0.25580514,0.25776891112327577
[pmpy]__[Tf2N]__R32__298.05__0.8496,2268,2268,[pmpy],[Tf2N],R32,298.05,0.8496,0.58,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,C(F)F,Table S3. VLE HFCs,0.012682147026062074,0.01080292000000005,0.0018792270260620247,0.01080292000000005,0.59080292,0.592682147026062
[pmpy]__[Tf2N]__R32__348.05__0.1002,2279,2279,[pmpy],[Tf2N],R32,348.05,0.1002,0.037,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,C(F)F,Table S3. VLE HFCs,0.010947565466165543,0.00721945580000001,0.0037281096661655327,0.00721945580000001,0.04421945580000001,0.04794756546616554
[pmpy]__[Tf2N]__R32__348.05__0.2502,2280,2280,[pmpy],[Tf2N],R32,348.05,0.2502,0.09,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,C(F)F,Table S3. VLE HFCs,0.005396313071250922,0.0007529091999999987,0.004643403871250923,0.0007529091999999987,0.0907529092,0.09539631307125092
[pmpy]__[Tf2N]__R134__298.14__0.05,2294,2294,[pmpy],[Tf2N],R134,298.14,0.05,0.161,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.007143332004547115,0.007531334000000001,-0.0003880019954528857,0.007531334000000001,0.153468666,0.16814333200454712
[pmpy]__[Tf2N]__R134__298.02__0.15,2296,2296,[pmpy],[Tf2N],R134,298.02,0.15,0.403,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.003758689880371091,0.010415138000000046,-0.006656448119628955,0.010415138000000046,0.392584862,0.4067586898803711
[pmpy]__[Tf2N]__R134__348.13__0.2,2313,2313,[pmpy],[Tf2N],R134,348.13,0.2,0.16,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs,0.0012990450859069747,0.007847731999999996,-0.0065486869140930215,0.007847731999999996,0.152152268,0.15870095491409303
[bmpy]__[Tf2N]__R32__298.15__0.0096,2317,2317,[bmpy],[Tf2N],R32,298.15,0.0096,0.01,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(C)c1,C(F)F,Table S3. VLE HFCs,0.021996645033359526,0.0204592558,0.0015373892333595263,0.0204592558,0.0304592558,0.03199664503335953
[P44414]__[HFPS]__R134a__283.15__0.2,2359,2359,[P44414],[HFPS],R134a,283.15,0.2,0.494,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.0050640401840210125,0.008129143999999977,-0.0030651038159789645,0.008129143999999977,0.485870856,0.499064040184021
[P44414]__[HFPS]__R134a__283.15__0.3002,2361,2361,[P44414],[HFPS],R134a,283.15,0.3002,0.672,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.046726390838623066,0.03439511000000006,0.012331280838623004,0.03439511000000006,0.63760489,0.625273609161377
[P44414]__[HFPS]__R134a__298.1__0.2002,2367,2367,[P44414],[HFPS],R134a,298.1,0.2002,0.35,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.021278089284896884,0.002098594000000009,0.019179495284896875,0.002098594000000009,0.34790140599999997,0.37127808928489686
[P66614]__[TMPP]__R32__302.8__0.3899,2419,2419,[P66614],[TMPP],R32,302.8,0.3899,0.3258,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(F)F,Table S3. VLE HFCs,0.037320687007904085,0.005588914000000056,0.03173177300790403,0.005588914000000056,0.33138891400000003,0.36312068700790406
[P66614]__[TMPP]__R32__313.7__0.4541,2425,2425,[P66614],[TMPP],R32,313.7,0.4541,0.3073,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(F)F,Table S3. VLE HFCs,0.032111103725433354,0.002039512000000021,0.030071591725433333,0.002039512000000021,0.30933951200000004,0.33941110372543337
[P66614]__[TMPP]__R32__333.6__0.5639,2437,2437,[P66614],[TMPP],R32,333.6,0.5639,0.2781,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(F)F,Table S3. VLE HFCs,0.02074416460990902,0.004247796000000026,0.016496368609908996,0.004247796000000026,0.273852204,0.29884416460990904
[P66614]__[TMPP]__R161__302.9__0.27,2450,2450,[P66614],[TMPP],R161,302.9,0.27,0.411,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CCF,Table S3. VLE HFCs,0.06421445465087888,0.01315180399999999,0.051062650650878894,0.01315180399999999,0.42415180399999997,0.3467855453491211
[P66614]__[TMPP]__R161__312.6__0.317,2456,2456,[P66614],[TMPP],R161,312.6,0.317,0.395,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CCF,Table S3. VLE HFCs,0.05361089229583743,0.017664005999999954,0.03594688629583748,0.017664005999999954,0.41266400599999997,0.3413891077041626
[P66614]__[TMPP]__R161__323.9__0.374,2462,2462,[P66614],[TMPP],R161,323.9,0.374,0.391,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CCF,Table S3. VLE HFCs,0.05913387870788578,0.0067714379999999075,0.05236244070788587,0.0067714379999999075,0.3977714379999999,0.33186612129211424
[P66614]__[TMPP]__R152a__302.5__0.102,2478,2478,[P66614],[TMPP],R152a,302.5,0.102,0.191,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CC(F)F,Table S3. VLE HFCs,0.01363566851615905,0.0060184219999999955,0.007617246516159054,0.0060184219999999955,0.184981578,0.17736433148384095
[P66614]__[TMPP]__R152a__332.6__0.173,2496,2496,[P66614],[TMPP],R152a,332.6,0.173,0.148,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CC(F)F,Table S3. VLE HFCs,0.0002951641082763745,0.006523379999999995,-0.006228215891723621,0.006523379999999995,0.15452338,0.14829516410827637
[P66614]__[TMPP]__R152a__343.2__0.504,2505,2505,[P66614],[TMPP],R152a,343.2,0.504,0.272,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CC(F)F,Table S3. VLE HFCs,0.036337998390197745,0.04114657999999999,-0.004808581609802243,0.04114657999999999,0.31314658,0.30833799839019777
[P66614]__[TMPP]__R143a__313.9__0.889,2518,2518,[P66614],[TMPP],R143a,313.9,0.889,0.371,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CC(F)(F)F,Table S3. VLE HFCs,0.01797407484054564,0.01175045800000002,0.0062236168405456205,0.01175045800000002,0.359249542,0.35302592515945436
[P66614]__[TMPP]__R143a__323.6__0.63,2522,2522,[P66614],[TMPP],R143a,323.6,0.63,0.254,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CC(F)(F)F,Table S3. VLE HFCs,0.009689311027526848,0.0008887499999999937,0.008800561027526854,0.0008887499999999937,0.25311125,0.24431068897247316
[P66614]__[TMPP]__R143a__332.7__0.329,2526,2526,[P66614],[TMPP],R143a,332.7,0.329,0.139,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CC(F)(F)F,Table S3. VLE HFCs,0.0028183296918868894,0.010033316000000042,-0.007214986308113153,0.010033316000000042,0.12896668399999997,0.1418183296918869
[P66614]__[TMPP]__R134a__303.5__0.343,2540,2540,[P66614],[TMPP],R134a,303.5,0.343,0.432,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.0456540517807007,0.02433318999999995,0.02132086178070075,0.02433318999999995,0.45633318999999994,0.4776540517807007
[P66614]__[TMPP]__R134a__302.9__0.406,2542,2542,[P66614],[TMPP],R134a,302.9,0.406,0.488,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.03556255054473878,0.021715676000000128,0.013846874544738652,0.021715676000000128,0.5097156760000001,0.5235625505447388
[P66614]__[TMPP]__R134a__322.6__0.606,2554,2554,[P66614],[TMPP],R134a,322.6,0.606,0.445,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.013998185396194462,0.00433585799999997,0.009662327396194492,0.00433585799999997,0.449335858,0.45899818539619447
[P66614]__[TMPP]__R134a__342.7__0.312,2561,2561,[P66614],[TMPP],R134a,342.7,0.312,0.199,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.028432474493980398,0.015076401999999961,0.013356072493980436,0.015076401999999961,0.21407640199999997,0.2274324744939804
[P66614]__[TMPP]__R125__303.5__0.114,2567,2567,[P66614],[TMPP],R125,303.5,0.114,0.202,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.005001316547393775,0.0038628739999999884,0.0011384425473937865,0.0038628739999999884,0.19813712600000002,0.2070013165473938
[P66614]__[TMPP]__R125__343.2__0.847,2591,2591,[P66614],[TMPP],R125,343.2,0.847,0.451,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs,0.03137402033805847,0.04313393800000004,-0.011759917661941566,0.04313393800000004,0.407866062,0.41962597966194154
[P66614]__[TMPP]__R245fa__313.1__0.0579,2605,2605,[P66614],[TMPP],R245fa,313.1,0.0579,0.1373,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.0006056029677391217,0.011337969199999992,-0.01073236623226087,0.011337969199999992,0.1259620308,0.13669439703226088
[P66614]__[TMPP]__R245fa__313.1__0.0904,2607,2607,[P66614],[TMPP],R245fa,313.1,0.0904,0.2013,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.024853842306137103,0.03663034400000001,-0.011776501693862906,0.03663034400000001,0.164669656,0.1764461576938629
[P66614]__[TMPP]__R245fa__333.1__0.155,2620,2620,[P66614],[TMPP],R245fa,333.1,0.155,0.2066,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)CC(F)F,Table S3. VLE HFCs,0.02476693842411043,0.029195736,-0.00442879757588957,0.029195736,0.177404264,0.18183306157588958
[P66614]__[TMPP]__R236fa__292.9__0.0233,2623,2623,[P66614],[TMPP],R236fa,292.9,0.0233,0.0952,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.10295821647644043,0.07608652999999999,0.02687168647644045,0.07608652999999999,0.17128653,0.19815821647644044
[P66614]__[TMPP]__R236fa__312.9__0.0592,2636,2636,[P66614],[TMPP],R236fa,312.9,0.0592,0.1379,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.03164656243324279,0.00209437400000001,0.029552188433242782,0.00209437400000001,0.139994374,0.1695465624332428
[P66614]__[TMPP]__R236fa__332.4__0.1778,2649,2649,[P66614],[TMPP],R236fa,332.4,0.1778,0.2159,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)CC(F)(F)F,Table S3. VLE HFCs,0.012379444575309734,0.002336720000000042,0.010042724575309692,0.002336720000000042,0.21356327999999997,0.22827944457530974
[P66614]__[TMPP]__R227ea__313.4__0.0245,2662,2662,[P66614],[TMPP],R227ea,313.4,0.0245,0.104,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)C(F)C(F)(F)F,Table S3. VLE HFCs,0.07107613003253936,0.06686917800000002,0.004206952032539346,0.06686917800000002,0.170869178,0.17507613003253936
[P66614]__[TMPP]__R227ea__313.7__0.1934,2666,2666,[P66614],[TMPP],R227ea,313.7,0.1934,0.4383,CC(C)(C)CC(C)CCP(=O)([O-])CC(C)CC(C)(C)C,CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,FC(F)(F)C(F)C(F)(F)F,Table S3. VLE HFCs,0.022011576461792026,0.015522082000000048,0.006489494461791978,0.015522082000000048,0.422777918,0.416288423538208
[P66614]__[TPES]__R134a__282.85__0.3,2683,2683,[P66614],[TPES],R134a,282.85,0.3,0.718,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.0931715064048767,0.03660730999999995,0.056564196404876754,0.03660730999999995,0.68139269,0.6248284935951233
[P66614]__[TPES]__R134a__298.1__0.1,2687,2687,[P66614],[TPES],R134a,298.1,0.1,0.228,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.026623636364936837,0.019120739999999997,0.00750289636493684,0.019120739999999997,0.20887926,0.20137636363506317
[P66614]__[TPES]__R134a__298.1__0.3504,2692,2692,[P66614],[TPES],R134a,298.1,0.3504,0.574,FC(F)(F)C(F)(F)OC(F)C(F)(F)S(=O)(=O)[O-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs,0.042819332122802645,0.00046112800000008836,0.042358204122802556,0.00046112800000008836,0.574461128,0.5311806678771973
