mae_raw,r2_raw,rmse_raw,mae_clip,r2_clip,rmse_clip,val_loss,median_delta_y_graph,mean_delta_y_graph,graph_active_rate,median_delta_y_desc,mean_delta_y_desc,best_epoch,duration_sec,seed,model,split_file,split_sha256,n_train,n_val
0.1886611431837082,-0.3975505828857422,0.2156151275171464,0.1886611431837082,-0.3975505828857422,0.2156151275171464,0.0082152107302235,0.3808192908763885,0.3605504930019378,1.0,0.0741293430328369,0.0836860090494155,1,87.0424599647522,42,V7-A,,,,
