seed,mae_raw,r2_raw,rmse_raw,mae_clip,r2_clip,rmse_clip
42,0.035226996063089565,0.9109830534318007,0.052508167663348045,0.03514908530547867,0.911030480326716,0.05249417801737102
43,0.028765615617736565,0.9301816978470354,0.0465023776126533,0.028765615617736565,0.9301816978470354,0.0465023776126533
44,0.029126855039144875,0.9344540109382308,0.04505713542250157,0.029126855039144875,0.9344540109382308,0.04505713542250157
45,0.02708943805168973,0.9370998406636097,0.0441383800212185,0.02708943805168973,0.9370998406636097,0.0441383800212185
46,0.03155120898521057,0.9195972444322723,0.04990292285091149,0.03155120898521057,0.9195972444322723,0.04990292285091149
