model_family,seed,case_id,sample_id,component,group_name,full_group_id,n_atoms,A_g_signed,A_g_abs,A_tilde_g,P_g_atom,P_g_graph
V7-A,44,Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,Refri,Unclassified,Refri:Unclassified,3,0.05118681117892265,0.05435638129711151,0.018118793765703838,0.1412953092279079,0.14112133580632835
V7-A,44,Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.010387392714619637,0.021353911608457565,0.004270782321691513,0.0400270498267848,0.03998838069798104
V7-A,44,Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0007790701347403228,0.005784471053630114,0.0019281570178767045,0.010842758710003444,0.010832283792792217
V7-A,44,Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,Anion,BF4_Core,Anion:BF4_Core,5,-0.12358458340167999,0.20630693435668945,0.04126138687133789,0.3867140640329227,0.3863404692759514
V7-A,44,Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,Refri,CF3,Refri:CF3,4,0.08327094465494156,0.11119689047336578,0.027799222618341446,0.20843410599293197,0.20823274303146921
V7-A,44,Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,Refri,Halogenated_Alkene,Refri:Halogenated_Alkene,2,-0.09331025183200836,0.15064910054206848,0.07532455027103424,0.28238568953190724,0.28211288380058047
V7-A,44,Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,Refri,Unclassified,Refri:Unclassified,3,0.03482843190431595,0.03819572553038597,0.012731908510128656,0.07159635372703448,0.07152718628561346
V7-A,44,Case1_R1234yf,[bmim]__[Ac]__R1234yf__313.15__0.561,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.01407607365399599,0.025558894500136375,0.005111778900027275,0.03158027138773112,0.03154508326712698
V7-A,44,Case1_R1234yf,[bmim]__[Ac]__R1234yf__313.15__0.561,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,-0.000415463640820235,0.0037599364295601845,0.0007519872859120369,0.004645733517366873,0.004640557037744621
V7-A,44,Case1_R1234yf,[bmim]__[Ac]__R1234yf__313.15__0.561,Anion,Carboxylate_COO,Anion:Carboxylate_COO,3,0.05327485874295235,0.21556563675403595,0.07185521225134532,0.26635038188076554,0.2660536026274935
V7-A,44,Case1_R1234yf,[bmim]__[Ac]__R1234yf__313.15__0.561,Anion,Alkyl_Chain,Anion:Alkyl_Chain,1,-0.016917753964662552,0.04453665018081665,0.04453665018081665,0.05502896455099533,0.05496764887015246
V7-A,44,Case1_R1234yf,[bmim]__[Ac]__R1234yf__313.15__0.561,Refri,CF3,Refri:CF3,4,0.1259152889251709,0.15991684794425964,0.03997921198606491,0.1975913886855828,0.197371223712013
V7-A,44,Case1_R1234yf,[bmim]__[Ac]__R1234yf__313.15__0.561,Refri,Halogenated_Alkene,Refri:Halogenated_Alkene,2,-0.14456678926944733,0.25079941749572754,0.12539970874786377,0.30988482965715497,0.30953954241672915
V7-A,44,Case1_R1234yf,[bmim]__[Ac]__R1234yf__313.15__0.561,Refri,Unclassified,Refri:Unclassified,3,0.10140078514814377,0.10919366776943207,0.036397889256477356,0.13491841996382176,0.13476808795510914
V7-A,44,Case1_R1234yf,[bmim]__[PF6]__R1234yf__313.15__0.23,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.004491652362048626,0.009684721939265728,0.0019369443878531456,0.05064788573958787,0.0505947505078074
V7-A,44,Case1_R1234yf,[bmim]__[PF6]__R1234yf__313.15__0.23,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,-9.804111323319376e-05,0.0032918290235102177,0.0006583658047020436,0.017215174715655826,0.017197114094066192
V7-A,44,Case1_R1234yf,[bmim]__[PF6]__R1234yf__313.15__0.23,Anion,PF6_Core,Anion:PF6_Core,7,-0.06156012415885925,0.07884879410266876,0.011264113443238395,0.41235305871043276,0.4119204547620149
V7-A,44,Case1_R1234yf,[bmim]__[PF6]__R1234yf__313.15__0.23,Refri,CF3,Refri:CF3,4,0.029976341873407364,0.04549512639641762,0.011373781599104404,0.23792443168570399,0.2376748226518964
V7-A,44,Case1_R1234yf,[bmim]__[PF6]__R1234yf__313.15__0.23,Refri,Halogenated_Alkene,Refri:Halogenated_Alkene,2,-0.03290087357163429,0.050157953053712845,0.025078976526856422,0.26230946960865115,0.26203427797404805
V7-A,44,Case1_R1234yf,[bmim]__[PF6]__R1234yf__313.15__0.23,Refri,Unclassified,Refri:Unclassified,3,0.001022491604089737,0.0037382827140390873,0.001246094238013029,0.019549979539968405,0.019529469449981615
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.01,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.021302711218595505,0.04491094872355461,0.008982189744710923,0.14456979024083816,0.14448415641539109
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.01,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-0.0016985530965030193,0.012506218627095222,0.004168739542365074,0.0402579205074098,0.04023407431013823
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.01,Anion,CF3,Anion:CF3,8,0.004806710872799158,0.04022279754281044,0.005027849692851305,0.12947848061410447,0.12940178590776513
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.01,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.011877741664648056,0.03996758535504341,0.0066612642258405685,0.1286569443629,0.1285807362816835
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.01,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.010024935938417912,0.015394818037748337,0.015394818037748337,0.0495564150339551,0.049527061007863415
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.01,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,-0.004284813068807125,0.014895501546561718,0.007447750773280859,0.047949099168975814,0.04792069721320248
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.01,Anion,Unclassified,Anion:Unclassified,4,0.007238151505589485,0.014697223901748657,0.0036743059754371643,0.04731083704504438,0.047282813154613884
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.01,Refri,CHF2,Refri:CHF2,6,-0.029717817902565002,0.12805725634098053,0.02134287605683009,0.41222043208192355,0.4119762592677567
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.0103,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.001762567786499858,0.0029821950010955334,0.0005964390002191067,0.01407195760251846,0.014062616933076784
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.0103,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-0.0001307045458815992,0.0005483482964336872,0.00018278276547789574,0.0025874679476001446,0.002585750440805984
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.0103,Anion,CF3,Anion:CF3,8,-0.009359844960272312,0.036722175776958466,0.004590271972119808,0.1732793799251077,0.17316436071778368
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.0103,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.020175207406282425,0.041122909635305405,0.0068538182725509005,0.19404493692318336,0.19391613397594412
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.0103,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.0019182931864634156,0.010867901146411896,0.010867901146411896,0.051281906147816934,0.0512478662972719
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.0103,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,-0.0011336600873619318,0.014128461480140686,0.007064230740070343,0.06666737448903194,0.06662312208824764
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.0103,Anion,Unclassified,Anion:Unclassified,4,-0.006043754983693361,0.012928036041557789,0.003232009010389447,0.06100297767040753,0.06096248517707631
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.0103,Refri,CF3,Refri:CF3,4,0.041896648705005646,0.06382760405540466,0.015956901013851166,0.3011806195798854,0.30098070222018336
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.0103,Refri,CH2F,Refri:CH2F,2,0.00496876984834671,0.02879703789949417,0.014398518949747086,0.135883366530671,0.13579317001038319
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.025197239592671394,0.053055401891469955,0.010611080378293992,0.14924882583253926,0.14915666694237803
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-0.0020062196999788284,0.014742312952876091,0.004914104317625363,0.04147123233131786,0.04144562447327305
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,Anion,CF3,Anion:CF3,8,0.005051806569099426,0.04897516965866089,0.006121896207332611,0.13777082645527433,0.1376857550559391
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.015478254295885563,0.04925186187028885,0.008208643645048141,0.13854918240453198,0.13846363038218323
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.011529650539159775,0.018543990328907967,0.018543990328907967,0.05216563599878136,0.05213342450839686
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,-0.005172403529286385,0.01821565069258213,0.009107825346291065,0.05124199196916573,0.05121035081498453
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,Anion,Unclassified,Anion:Unclassified,4,0.008059509098529816,0.017600838094949722,0.004400209523737431,0.049512478007677045,0.04948190480218034
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,Refri,CHF2,Refri:CHF2,6,-0.028612075373530388,0.13509763777256012,0.022516272962093353,0.38003979032238866,0.37980512150608237
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.003974405117332935,0.006838588509708643,0.0013677177019417285,0.022236725711848645,0.022222065510219744
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-0.00027417283854447305,0.0013075658353045583,0.0004358552784348528,0.004251752066756609,0.004248948976797122
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,Anion,CF3,Anion:CF3,8,-0.012578296475112438,0.050302132964134216,0.006287766620516777,0.1635651467925577,0.16345731176043507
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.02724458836019039,0.0560307577252388,0.009338459620873133,0.18219265411193206,0.18207253835931647
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.0022258188109844923,0.014741386286914349,0.014741386286914349,0.04793389206108078,0.04790229026270544
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,-0.0015657491749152541,0.019500896334648132,0.009750448167324066,0.06341017335860147,0.06336836837621303
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,Anion,Unclassified,Anion:Unclassified,4,-0.00797497108578682,0.017557114362716675,0.004389278590679169,0.05708966635746921,0.05705202835129094
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,Refri,CF3,Refri:CF3,4,0.06384140253067017,0.09735240042209625,0.024338100105524063,0.3165563511392563,0.3163476522509961
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.0504,Refri,CH2F,Refri:CH2F,2,0.008339915424585342,0.043904904276132584,0.021952452138066292,0.14276357064141093,0.1426694496472508
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.02671147882938385,0.05630083754658699,0.011260167509317399,0.14996720856125068,0.14987440433737687
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-0.002136930823326111,0.015662403777241707,0.005220801259080569,0.04171957427611157,0.04169375694745563
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Anion,CF3,Anion:CF3,8,0.0059232693165540695,0.05172684043645859,0.0064658550545573235,0.13778356070689,0.13769829609113401
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.015766816213726997,0.05146341025829315,0.008577235043048859,0.13708186797563046,0.13699703758846318
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.012415533885359764,0.019713863730430603,0.019713863730430603,0.05251135227185946,0.05247885666606066
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,-0.0055559659376740456,0.01901732012629509,0.009508660063147545,0.050655985557874796,0.05062463810886003
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Anion,Unclassified,Anion:Unclassified,4,0.008940290659666061,0.018814776092767715,0.004703694023191929,0.05011647380916053,0.0500854602262595
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Refri,CHF2,Refri:CHF2,6,-0.02745358645915985,0.14272154867649078,0.02378692477941513,0.3801640115716091,0.379928754635262
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.0012527545914053917,0.002104354090988636,0.0004208708181977272,0.005524211589777741,0.005520979627535744
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-2.687328560568858e-05,0.00031650622258894145,0.00010550207419631381,0.0008308712638000834,0.0008303851592204669
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Anion,CF3,Anion:CF3,8,-0.01665288768708706,0.060226209461688995,0.007528276182711124,0.1581018735113818,0.15800937537345328
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.03249632567167282,0.06646646559238434,0.01107774426539739,0.17448338239716701,0.17438130019148051
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.004189412109553814,0.017093945294618607,0.017093945294618607,0.04487389794138439,0.04484764428664276
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,-0.0015158019959926605,0.023184198886156082,0.011592099443078041,0.06086163005316544,0.060826022711353595
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Anion,Unclassified,Anion:Unclassified,4,-0.01104048267006874,0.021531865000724792,0.005382966250181198,0.0565240320989192,0.05649096248626223
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Refri,CF3,Refri:CF3,4,0.0846232920885086,0.1313081532716751,0.03282703831791878,0.34470150496151303,0.3444998359575856
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Refri,CH2F,Refri:CH2F,2,0.010623857378959656,0.05870118737220764,0.02935059368610382,0.15409848608839252,0.15400833014840135
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.030115900561213493,0.06325222551822662,0.012650445103645325,0.15546574181901127,0.15537082864858898
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-0.002396579831838608,0.017518654465675354,0.005839551488558452,0.043058573668563506,0.04303228603957896
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Anion,CF3,Anion:CF3,8,0.010489358566701412,0.051812633872032166,0.006476579234004021,0.12734871373326104,0.12727096624993642
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.010177712887525558,0.04734392464160919,0.007890654106934866,0.11636520778087399,0.1162941658222527
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.015387246385216713,0.02063043974339962,0.02063043974339962,0.050706937067942666,0.05067598004742348
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,-0.005790675524622202,0.017841795459389687,0.008920897729694843,0.043852812193585125,0.04382603967516063
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Anion,Unclassified,Anion:Unclassified,4,0.01271304115653038,0.020285608246922493,0.005071402061730623,0.04985938610885541,0.049828946525474975
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Refri,CHF2,Refri:CHF2,6,-0.033392637968063354,0.16817107796669006,0.028028512994448345,0.41334263220604645,0.4130902829795587
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.002167008351534605,0.006648327223956585,0.001329665444791317,0.014120048807914894,0.014112762845212162
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0002711555571295321,0.0025989743880927563,0.0008663247960309187,0.005519831376252685,0.005516983136414433
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Anion,CF3,Anion:CF3,8,-0.0211331844329834,0.07039421796798706,0.008799277245998383,0.14950674959579394,0.14942960392751897
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.037798453122377396,0.07667745649814606,0.012779576083024343,0.16285140483447172,0.16276737330753774
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.006503378972411156,0.019453272223472595,0.019453272223472595,0.041315829383262295,0.04129451036404261
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,-0.0010315629187971354,0.026860181242227554,0.013430090621113777,0.057046992025759816,0.05701755570709994
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Anion,Unclassified,Anion:Unclassified,4,-0.014621047303080559,0.025609761476516724,0.006402440369129181,0.054391288188169386,0.05436322221598447
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Refri,CF3,Refri:CF3,4,0.1062844768166542,0.16793639957904816,0.04198409989476204,0.3566716978275411,0.35648765478896216
V7-A,44,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Refri,CH2F,Refri:CH2F,2,0.012635869905352592,0.07466448843479156,0.03733224421739578,0.15857616290580745,0.15849433740901267
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.01,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.002096922369673848,0.004238668829202652,0.0008477337658405304,0.033586363560152356,0.03357010261547097
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.01,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,-3.1235787901096046e-05,0.0011148835765197873,0.00022297671530395745,0.008834114349830056,0.00882983728528586
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.01,Anion,BF4_Core,Anion:BF4_Core,5,-0.030540235340595245,0.05594755336642265,0.01118951067328453,0.4433172166505811,0.44310258321093077
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.01,Refri,CH2F,Refri:CH2F,3,0.023912768810987473,0.06490097939968109,0.021633659799893696,0.5142623727784116,0.5140133910159028
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0098,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.00287299370393157,0.005782082676887512,0.0011564165353775025,0.04181672774721565,0.04179444421434142
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0098,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,-3.7661855458281934e-05,0.0014837468042969704,0.0002967493608593941,0.010730638011991667,0.010724919809306198
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0098,Anion,PF6_Core,Anion:PF6_Core,7,-0.034435614943504333,0.05134687200188637,0.007335267428840909,0.3713468463114098,0.37114896091713545
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0098,Refri,CH2F,Refri:CH2F,3,0.027602700516581535,0.07965929806232452,0.026553099354108173,0.5761057677230672,0.5757987692440926
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.0998,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.009917612187564373,0.01994440145790577,0.0039888802915811535,0.09595577447241377,0.09590286716353981
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.0998,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,-8.357834303751588e-05,0.00526387756690383,0.001052775513380766,0.02532537512977134,0.02531141143189378
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.0998,Anion,BF4_Core,Anion:BF4_Core,5,-0.03836259990930557,0.08622809499502182,0.017245618999004363,0.41485745531102,0.41462871460575773
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.0998,Refri,CH2F,Refri:CH2F,3,0.033693429082632065,0.09641356021165848,0.03213785340388616,0.46386139284642236,0.46360563275151434
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0996,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.012495419010519981,0.02564910054206848,0.005129820108413697,0.13196655452752826,0.13189898444612028
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0996,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,-3.637978807091713e-05,0.007189286407083273,0.0014378572814166546,0.036989420159131266,0.036970480677530525
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0996,Anion,PF6_Core,Anion:PF6_Core,7,-0.026392780244350433,0.06777318567037582,0.009681883667196547,0.3486981458708366,0.34851960395021386
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0996,Refri,CH2F,Refri:CH2F,3,0.027720807120203972,0.0937490463256836,0.0312496821085612,0.4823459057969903,0.48209893297695877
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.02760700322687626,0.055830903351306915,0.011166180670261382,0.22148453784004327,0.22134653200312682
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,-0.00015089346561580896,0.015272042714059353,0.0030544085428118707,0.06058510823500147,0.06054735797645889
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,Anion,BF4_Core,Anion:BF4_Core,5,-0.017411358654499054,0.11835148185491562,0.023670296370983123,0.4695074177177297,0.4692148701441948
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,Refri,CH2F,Refri:CH2F,3,0.02350662462413311,0.06262142956256866,0.020873809854189556,0.24842296206951262,0.24826817104380938
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.0302850604057312,0.06229652464389801,0.012459304928779603,0.3178968441926031,0.3176631174732723
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,-5.989847704768181e-05,0.017877522855997086,0.003575504571199417,0.09122833304729594,0.09116125940569589
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,Anion,PF6_Core,Anion:PF6_Core,7,0.036035358905792236,0.08564892411231995,0.012235560587474279,0.4370632686082789,0.43674192737517775
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,Refri,CH2F,Refri:CH2F,3,-0.012885674834251404,0.030141618102788925,0.010047206034262976,0.15381155415182207,0.15369846756224492
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.042538415640592575,0.08587776869535446,0.01717555373907089,0.2688820870607051,0.2687096185737785
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,-0.00024251430295407772,0.023416178300976753,0.004683235660195351,0.0733157252243888,0.07326869846877408
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,Anion,BF4_Core,Anion:BF4_Core,5,-0.0016559078358113766,0.15875601768493652,0.03175120353698731,0.4970628605873532,0.4967440305737586
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,Refri,CH2F,Refri:CH2F,3,0.018156828358769417,0.05133824050426483,0.017112746834754944,0.1607393096318055,0.1606362069453273
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.3996,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.04400356113910675,0.09025850892066956,0.01805170178413391,0.2802137326493267,0.279994131390127
V7-A,44,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.3996,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,-9.973137639462948e-05,0.025768719613552094,0.005153743922710419,0.08000075776627158,0.07993806181280669
