model_family,seed,case_id,sample_id,component,group_name,full_group_id,n_atoms,A_g_signed,A_g_abs,A_tilde_g,P_g_atom,P_g_graph
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.07944302260875702,0.12672674655914307,0.04224224885304769,0.0778142834085385,0.07771086692017978
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Anion,CF3,Anion:CF3,8,0.08928398787975311,0.17184031009674072,0.02148003876209259,0.10551545710706316,0.1053752252940387
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.007369548082351685,0.12350189685821533,0.02058364947636922,0.07583412235026642,0.07573333752918085
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.008793872781097889,0.026100819930434227,0.026100819930434227,0.016026739850960894,0.016005440044773337
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,0.07210555672645569,0.08319318294525146,0.04159659147262573,0.05108328029504781,0.051015389758368015
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Anion,Unclassified,Anion:Unclassified,4,-0.0032828631810843945,0.05031130462884903,0.012577826157212257,0.030892753292735102,0.030851696305234568
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,Refri,CHF2,Refri:CHF2,6,0.25544625520706177,0.8762917518615723,0.14604862531026205,0.5380712168452767,0.5373561111693572
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.026581011712551117,0.09699961543083191,0.019399923086166383,0.138489620661901,0.13829767646140734
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.04246117174625397,0.07070854306221008,0.023569514354070027,0.10095297040867021,0.10081305135119906
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Anion,CF3,Anion:CF3,8,0.04705309122800827,0.08684688806533813,0.010855861008167267,0.12399422956899966,0.12382237572791975
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.002343998057767749,0.06523628532886505,0.010872714221477509,0.09314004358118694,0.09301095310412671
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.004658919759094715,0.014360154047608376,0.014360154047608376,0.020502475992988475,0.020474059918601056
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,0.03700130432844162,0.04214959591627121,0.021074797958135605,0.060178398889212455,0.06009499267720486
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Anion,Unclassified,Anion:Unclassified,4,-0.0008643098408356309,0.024405859410762787,0.006101464852690697,0.03484506816559898,0.034796773508438204
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Refri,CF3,Refri:CF3,4,-0.016991354525089264,0.061612486839294434,0.015403121709823608,0.08796622432482434,0.08784430467107864
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,Refri,CH2F,Refri:CH2F,2,0.13868828117847443,0.23809131979942322,0.11904565989971161,0.3399310029783144,0.3394598645328639
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.06016099080443382,0.2032431662082672,0.040648633241653444,0.09583038803913779,0.0957080461740647
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.09954612702131271,0.15532691776752472,0.051775639255841575,0.07323758569738159,0.07314408693346122
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Anion,CF3,Anion:CF3,8,0.1124924048781395,0.22419556975364685,0.028024446219205856,0.10570957364505787,0.10557461951766213
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.010424000211060047,0.15797609090805054,0.02632934848467509,0.07448668693298871,0.07439159350397352
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.011322145350277424,0.03261242061853409,0.03261242061853409,0.015376954517463008,0.015357323528448937
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,0.09299594163894653,0.1079375222325325,0.05396876111626625,0.05089319770253563,0.050828224901591536
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Anion,Unclassified,Anion:Unclassified,4,-0.005867940839380026,0.06719518452882767,0.016798796132206917,0.03168293787137968,0.0316424898486857
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,Refri,CHF2,Refri:CHF2,6,0.310906320810318,1.1723766326904297,0.19539610544840494,0.552782707211002,0.5520769971667858
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.032747168093919754,0.11828327178955078,0.023656654357910156,0.11828076196007384,0.11811324800067831
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.055441662669181824,0.08986527472734451,0.029955091575781505,0.0898633678937572,0.08973609978767601
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Anion,CF3,Anion:CF3,8,0.06484849005937576,0.12254361808300018,0.015317952260375023,0.12254101785407329,0.12236747034939942
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.003940198104828596,0.09168175607919693,0.015280292679866156,0.09167981070204914,0.0915499700768043
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.006619739346206188,0.02002273127436638,0.02002273127436638,0.02002230641597008,0.019993950022517852
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,0.05176134407520294,0.05929380655288696,0.02964690327644348,0.05929254840926923,0.05920857592395467
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Anion,Unclassified,Anion:Unclassified,4,-0.0019910577684640884,0.03492650017142296,0.00873162504285574,0.034925759072886114,0.03487629581199531
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Refri,CF3,Refri:CF3,4,-0.03201214224100113,0.10075868666172028,0.02518967166543007,0.10075654868296795,0.10061385321732148
V7-B,42,Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,Refri,CH2F,Refri:CH2F,2,0.2078595906496048,0.36264562606811523,0.18132281303405762,0.3626379311619107,0.36212434877818844
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.01,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.00724190566688776,0.036485135555267334,0.007297027111053467,0.16702485669386047,0.16699057188097655
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.01,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,0.04265615716576576,0.05977397412061691,0.011954794824123382,0.27363854648135516,0.2735823773185752
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.01,Anion,BF4_Core,Anion:BF4_Core,5,-0.0046483371406793594,0.04030057042837143,0.008060114085674286,0.18449148942541863,0.18445361927651488
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.01,Refri,CH2F,Refri:CH2F,3,0.024200379848480225,0.08188167214393616,0.027293890714645386,0.3748451073993658,0.3747681637957488
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0098,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.007934915833175182,0.03856571391224861,0.007713142782449722,0.17427541333406596,0.174239055380575
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0098,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,0.04413232579827309,0.06239910051226616,0.012479820102453233,0.2819766038350269,0.2819177768780188
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0098,Anion,PF6_Core,Anion:PF6_Core,7,-0.0034301751293241978,0.03590448200702667,0.0051292117152895245,0.16224951667062945,0.1622156676022601
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0098,Refri,CH2F,Refri:CH2F,3,0.024450160562992096,0.08442246913909912,0.028140823046366375,0.38149846616027766,0.3814188766001431
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.0998,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.013024309650063515,0.0536494217813015,0.0107298843562603,0.11624417383005213,0.11621892866542068
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.0998,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,0.06794312596321106,0.09444586932659149,0.0188891738653183,0.20463933602649076,0.20459489376708245
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.0998,Anion,BF4_Core,Anion:BF4_Core,5,-0.013308446854352951,0.10888063907623291,0.02177612781524658,0.2359156821316582,0.23586444747586152
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.0998,Refri,CH2F,Refri:CH2F,3,0.04572608321905136,0.20454758405685425,0.06818252801895142,0.44320076765318195,0.44310451615105895
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0996,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.014657080173492432,0.05846990644931793,0.011693981289863587,0.13206970344431115,0.13204037851209602
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0996,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,0.0699271634221077,0.09853798151016235,0.01970759630203247,0.22257401775268223,0.2225245971224148
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0996,Anion,PF6_Core,Anion:PF6_Core,7,-0.008187530562281609,0.08122126758098602,0.011603038225855147,0.18345965256657257,0.18341891694185755
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0996,Refri,CH2F,Refri:CH2F,3,0.04589128494262695,0.20449090003967285,0.06816363334655762,0.46189662623643407,0.46179406609658713
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.022189995273947716,0.09800819307565689,0.019601638615131377,0.10216302714106679,0.10214202518672531
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,0.12297512590885162,0.1752167046070099,0.035043340921401975,0.18264461762411952,0.1826070708322184
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,Anion,BF4_Core,Anion:BF4_Core,5,-0.028734251856803894,0.2643650770187378,0.05287301540374756,0.2755722321884516,0.2755155819931691
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,Refri,CH2F,Refri:CH2F,3,0.09049960970878601,0.4217413663864136,0.14058045546213785,0.43962013081279305,0.4395297568078982
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.02443607896566391,0.10511378198862076,0.021022756397724152,0.10998642536448291,0.10996357845840757
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,0.12667103111743927,0.18252669274806976,0.03650533854961395,0.1909878808388302,0.19094820792319
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,Anion,PF6_Core,Anion:PF6_Core,7,-0.022691547870635986,0.20998775959014893,0.029998251370021274,0.21972192999503304,0.21967628830533675
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,Refri,CH2F,Refri:CH2F,3,0.10040932148694992,0.4580695629119873,0.15268985430399576,0.4793037871895306,0.47920422391550666
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.025461729615926743,0.1265747994184494,0.02531495988368988,0.10103747683973022,0.10101876284372914
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,0.15986177325248718,0.23107168078422546,0.046214336156845094,0.1844514050413,0.18441724125411624
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,Anion,BF4_Core,Anion:BF4_Core,5,-0.03537921607494354,0.3879799544811249,0.07759599089622497,0.30970237239382437,0.3096450098275788
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,Refri,CH2F,Refri:CH2F,3,0.09910751134157181,0.5071245431900024,0.16904151439666748,0.40480873383039434,0.4047337558196299
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.3996,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.025879543274641037,0.1262706220149994,0.02525412440299988,0.10373905215272528,0.10372019408988548
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.3996,Cation,Alkyl_Chain,Cation:Alkyl_Chain,5,0.15996012091636658,0.231590136885643,0.046318027377128604,0.1902654861839727,0.1902308990307238
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.3996,Anion,PF6_Core,Anion:PF6_Core,7,-0.03042151778936386,0.3011835515499115,0.04302622164998736,0.24744074008020514,0.2473957594010035
V7-B,42,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.3996,Refri,CH2F,Refri:CH2F,3,0.11590471118688583,0.5581504106521606,0.18605013688405356,0.45855475830974746,0.45847140055518687
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.194,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.03698484227061272,0.14230535924434662,0.028461071848869323,0.11253642663737452,0.11232687478528344
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.194,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.06328818202018738,0.10408114641904831,0.034693715473016105,0.0823083569060059,0.08215509214411856
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.194,Anion,CF3,Anion:CF3,8,0.122535839676857,0.25601184368133545,0.03200148046016693,0.2024565920618212,0.2020796016498961
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.194,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.006712314672768116,0.1980004459619522,0.033000074326992035,0.15658062900431408,0.1562890633149647
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.194,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.014488537795841694,0.04198714345693588,0.04198714345693588,0.033203830934020837,0.03314200273779453
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.194,Refri,CF3,Refri:CF3,8,-0.046769462525844574,0.13980665802955627,0.017475832253694534,0.11056043003794819,0.11035455765000492
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.194,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.2510090470314026,0.3823345899581909,0.19116729497909546,0.30235381690637164,0.3017908098497881
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.223,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.039393872022628784,0.14900605380535126,0.02980121076107025,0.1078732991198246,0.10766676218674157
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.223,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.06741111725568771,0.11007508635520935,0.03669169545173645,0.07968912948696306,0.0795365546743024
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.223,Anion,CF3,Anion:CF3,8,0.13197185099124908,0.27855831384658813,0.03481978923082352,0.2016629763992034,0.2012768673898217
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.223,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.00788018386811018,0.2156885266304016,0.035948087771733604,0.15614823932126695,0.15584927397285475
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.223,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.01577680930495262,0.04554884135723114,0.04554884135723114,0.032975195723984566,0.032912060584443875
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.223,Refri,CF3,Refri:CF3,8,-0.05464860796928406,0.1599784642457962,0.019997308030724525,0.11581680264387469,0.11559505687904943
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.223,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.27823948860168457,0.4224510192871094,0.2112255096435547,0.3058344543944734,0.30524889605188854
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.228,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.031062893569469452,0.11497224122285843,0.022994448244571686,0.1063410609991543,0.10613702784768378
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.228,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.04719651862978935,0.08119718730449677,0.02706572910149892,0.07510156326665174,0.07495746832825556
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.228,Anion,CF3,Anion:CF3,8,0.10749085992574692,0.22430159151554108,0.028037698939442635,0.20746285339716652,0.20706480113594236
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.228,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.006418395787477493,0.1753331571817398,0.029222192863623302,0.16217057060666168,0.16185941918231286
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.228,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.012844710610806942,0.03751793131232262,0.03751793131232262,0.03470139035136562,0.034634809916985206
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.228,Refri,CF3,Refri:CF3,8,-0.036852672696113586,0.1166003867983818,0.014575048349797726,0.10784697865476152,0.10764005614783186
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.228,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.21621441841125488,0.33124256134033203,0.16562128067016602,0.30637556549610945,0.30578773261599335
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.033897336572408676,0.12849360704421997,0.025698721408843994,0.09786441649607379,0.09767073599366458
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.05305349454283714,0.09109272062778473,0.030364240209261577,0.06937882869308888,0.0692415231546823
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,Anion,CF3,Anion:CF3,8,0.1290491819381714,0.2763154208660126,0.03453942760825157,0.21044974963317273,0.21003325490812133
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.008310211822390556,0.21370026469230652,0.035616710782051086,0.16276025080354264,0.16243813692112713
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.01565980352461338,0.044905900955200195,0.044905900955200195,0.034201622129720076,0.03413393473531805
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,Refri,CF3,Refri:CF3,8,-0.05237704515457153,0.15519703924655914,0.019399629905819893,0.11820251635208483,0.11796858533228435
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__303__0.293,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.2653517723083496,0.4032708406448364,0.2016354203224182,0.3071426385906206,0.3065347818978265
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.02215328998863697,0.08162625879049301,0.016325251758098604,0.09643430015876371,0.09624525753015618
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.027144242078065872,0.05336818844079971,0.01778939614693324,0.0630498564957991,0.0629262582471918
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,Anion,CF3,Anion:CF3,8,0.08657325804233551,0.18589740991592407,0.02323717623949051,0.2196215640922759,0.21919103431493994
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.006305026821792126,0.1436459720134735,0.02394099533557892,0.1697051780518215,0.16937250064456694
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.010585792362689972,0.0304859708994627,0.0304859708994627,0.03601651370419699,0.03594590960987878
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,Refri,CF3,Refri:CF3,8,-0.028170645236968994,0.09294232726097107,0.011617790907621384,0.10980324735380902,0.1095879972355914
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.336,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.17011570930480957,0.25847819447517395,0.12923909723758698,0.30536942596488775,0.3047708024576322
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.02457370050251484,0.10862809419631958,0.021725618839263917,0.09264715451452787,0.09247138820287652
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.03860887140035629,0.07214120775461197,0.024047069251537323,0.06152807587351229,0.06141134737800738
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,Anion,CF3,Anion:CF3,8,0.11153782904148102,0.25559258460998535,0.03194907307624817,0.21799080481273092,0.21757724176336782
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.010077623650431633,0.18780040740966797,0.03130006790161133,0.16017194715512456,0.15986807562740207
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.013953711837530136,0.038547582924366,0.038547582924366,0.03287661352965458,0.032814241391730066
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,Refri,CF3,Refri:CF3,8,-0.04964116960763931,0.15076199173927307,0.018845248967409134,0.12858247810500245,0.12833853679846224
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__322.5__0.488,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.24213314056396484,0.35902053117752075,0.17951026558876038,0.3062028370467222,0.3056219218144423
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.018160352483391762,0.06657624989748001,0.013315249979496003,0.09475766497058855,0.09457452901202344
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.020137052983045578,0.042325735092163086,0.014108578364054361,0.060242020715691916,0.060125592348518754
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,Anion,CF3,Anion:CF3,8,0.07091454416513443,0.15624980628490448,0.01953122578561306,0.222389618196635,0.22195981089908276
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-0.006319220643490553,0.11840333044528961,0.019733888407548267,0.16852290621676058,0.16819720587389372
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-0.008773625828325748,0.02512146346271038,0.02512146346271038,0.03575526140381924,0.03568615803288912
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,Refri,CF3,Refri:CF3,8,-0.022345643490552902,0.07751015573740005,0.009688769467175007,0.11031984199309341,0.11010662937310718
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.381,Refri,Alkene_C=C,Refri:Alkene_C=C,2,0.14398527145385742,0.21640810370445251,0.10820405185222626,0.30801264143481116,0.3074173524905675
V7-B,42,Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__332.9__0.623,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-0.022874955087900162,0.10422150790691376,0.02084430158138275,0.09385945055926606,0.09368935214624427
