sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet,refrigerant_species_id,refrigerant_inchikey,refrigerant_formula
[emim]__[OTf]__R134a__283.15__0.2522__#296,296,296,[emim],[OTf],R134a,283.15,0.2522,0.3392,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__283.15__0.2804__#297,297,297,[emim],[OTf],R134a,283.15,0.2804,0.3833,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__283.15__0.3027__#298,298,298,[emim],[OTf],R134a,283.15,0.3027,0.4208,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__293.15__0.0347__#299,299,299,[emim],[OTf],R134a,293.15,0.0347,0.0298,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__293.15__0.1018__#300,300,300,[emim],[OTf],R134a,293.15,0.1018,0.091,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__293.15__0.1921__#301,301,301,[emim],[OTf],R134a,293.15,0.1921,0.1747,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__293.15__0.2557__#302,302,302,[emim],[OTf],R134a,293.15,0.2557,0.2353,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__293.15__0.3029__#303,303,303,[emim],[OTf],R134a,293.15,0.3029,0.2818,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__293.15__0.3369__#304,304,304,[emim],[OTf],R134a,293.15,0.3369,0.3176,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__293.15__0.3653__#305,305,305,[emim],[OTf],R134a,293.15,0.3653,0.3483,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__303.15__0.0396__#306,306,306,[emim],[OTf],R134a,303.15,0.0396,0.0256,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__303.15__0.1109__#307,307,307,[emim],[OTf],R134a,303.15,0.1109,0.072,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__303.15__0.2178__#308,308,308,[emim],[OTf],R134a,303.15,0.2178,0.1403,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__303.15__0.2922__#309,309,309,[emim],[OTf],R134a,303.15,0.2922,0.1891,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__303.15__0.3457__#310,310,310,[emim],[OTf],R134a,303.15,0.3457,0.2254,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__303.15__0.3828__#311,311,311,[emim],[OTf],R134a,303.15,0.3828,0.2513,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__313.15__0.0422__#312,312,312,[emim],[OTf],R134a,313.15,0.0422,0.0193,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__313.15__0.1247__#313,313,313,[emim],[OTf],R134a,313.15,0.1247,0.0574,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__313.15__0.2396__#314,314,314,[emim],[OTf],R134a,313.15,0.2396,0.1096,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__313.15__0.3137__#315,315,315,[emim],[OTf],R134a,313.15,0.3137,0.144,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__313.15__0.3674__#316,316,316,[emim],[OTf],R134a,313.15,0.3674,0.1691,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__313.15__0.4049__#317,317,317,[emim],[OTf],R134a,313.15,0.4049,0.1869,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__323.15__0.0513__#318,318,318,[emim],[OTf],R134a,323.15,0.0513,0.0185,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__323.15__0.1392__#319,319,319,[emim],[OTf],R134a,323.15,0.1392,0.05,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__323.15__0.2662__#320,320,320,[emim],[OTf],R134a,323.15,0.2662,0.0942,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__323.15__0.3583__#321,321,321,[emim],[OTf],R134a,323.15,0.3583,0.1257,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R134a__323.15__0.4216__#322,322,322,[emim],[OTf],R134a,323.15,0.4216,0.1475,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[OTf]__R125__303.15__0.0245__#323,323,323,[emim],[OTf],R125,303.15,0.0245,0.0068,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
[emim]__[OTf]__R125__303.15__0.0792__#324,324,324,[emim],[OTf],R125,303.15,0.0792,0.0211,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
[emim]__[OTf]__R125__303.15__0.1503__#325,325,325,[emim],[OTf],R125,303.15,0.1503,0.0434,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
[emim]__[OTf]__R125__303.15__0.2262__#326,326,326,[emim],[OTf],R125,303.15,0.2262,0.0639,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
[emim]__[OTf]__R125__303.15__0.3126__#327,327,327,[emim],[OTf],R125,303.15,0.3126,0.0938,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
[emim]__[OTf]__R125__303.15__0.4432__#328,328,328,[emim],[OTf],R125,303.15,0.4432,0.1371,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
[emim]__[OTf]__R125__303.15__0.5087__#329,329,329,[emim],[OTf],R125,303.15,0.5087,0.1579,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
[emim]__[OTf]__R125__303.15__0.6173__#330,330,330,[emim],[OTf],R125,303.15,0.6173,0.1904,FC(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
[emim]__[PF6]__R23__332.9__0.04997__#331,331,331,[emim],[PF6],R23,332.9,0.04997,0.003,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__332.9__0.09973__#332,332,332,[emim],[PF6],R23,332.9,0.09973,0.007,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__332.9__0.40026__#333,333,333,[emim],[PF6],R23,332.9,0.40026,0.03,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__332.9__0.69974__#334,334,334,[emim],[PF6],R23,332.9,0.69974,0.053,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__332.9__1.00001__#335,335,335,[emim],[PF6],R23,332.9,1.00001,0.076,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__333__1.2992__#336,336,336,[emim],[PF6],R23,333.0,1.2992,0.098,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__332.9__1.50002__#337,337,337,[emim],[PF6],R23,332.9,1.50002,0.113,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__332.9__1.9999__#338,338,338,[emim],[PF6],R23,332.9,1.9999,0.151,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__348__0.00965__#339,339,339,[emim],[PF6],R23,348.0,0.00965,0.001,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__347.9__0.04982__#340,340,340,[emim],[PF6],R23,347.9,0.04982,0.002,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__347.9__0.09998__#341,341,341,[emim],[PF6],R23,347.9,0.09998,0.006,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__347.9__0.40035__#342,342,342,[emim],[PF6],R23,347.9,0.40035,0.024,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__347.9__0.69933__#343,343,343,[emim],[PF6],R23,347.9,0.69933,0.04,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__347.9__1.00041__#344,344,344,[emim],[PF6],R23,347.9,1.00041,0.057,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__348__1.29969__#345,345,345,[emim],[PF6],R23,348.0,1.29969,0.074,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__347.9__1.50041__#346,346,346,[emim],[PF6],R23,347.9,1.50041,0.083,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PF6]__R23__348__1.99939__#347,347,347,[emim],[PF6],R23,348.0,1.99939,0.116,F[P-](F)(F)(F)(F)F,C(C)[N+]1=CN(C=C1)C,FC(F)F,Table S3. VLE HFCs,REF_R23,XPDWGBQVDMORPB-UHFFFAOYSA-N,CHF3
[emim]__[PFBS]__R32__303.15__0.0283__#348,348,348,[emim],[PFBS],R32,303.15,0.0283,0.0244,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[PFBS]__R32__303.15__0.053__#349,349,349,[emim],[PFBS],R32,303.15,0.053,0.0478,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[PFBS]__R32__303.15__0.093__#350,350,350,[emim],[PFBS],R32,303.15,0.093,0.0737,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[PFBS]__R32__303.15__0.1598__#351,351,351,[emim],[PFBS],R32,303.15,0.1598,0.1246,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[PFBS]__R32__303.15__0.2071__#352,352,352,[emim],[PFBS],R32,303.15,0.2071,0.1532,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[PFBS]__R32__303.15__0.2709__#353,353,353,[emim],[PFBS],R32,303.15,0.2709,0.1983,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[PFBS]__R32__303.15__0.3246__#354,354,354,[emim],[PFBS],R32,303.15,0.3246,0.2307,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[PFBS]__R32__303.15__0.3733__#355,355,355,[emim],[PFBS],R32,303.15,0.3733,0.2606,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[PFBS]__R32__303.15__0.431__#356,356,356,[emim],[PFBS],R32,303.15,0.431,0.291,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[PFBS]__R32__303.15__0.447__#357,357,357,[emim],[PFBS],R32,303.15,0.447,0.3,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[PFBS]__R32__303.15__0.5025__#358,358,358,[emim],[PFBS],R32,303.15,0.5025,0.3276,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCF,Table S3. VLE HFCs,REF_R32,RWRIWBAIICGTTQ-UHFFFAOYSA-N,CH2F2
[emim]__[PFBS]__R134a__303.15__0.0155__#359,359,359,[emim],[PFBS],R134a,303.15,0.0155,0.0271,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[PFBS]__R134a__303.15__0.0498__#360,360,360,[emim],[PFBS],R134a,303.15,0.0498,0.0547,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[PFBS]__R134a__303.15__0.0599__#361,361,361,[emim],[PFBS],R134a,303.15,0.0599,0.0789,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[PFBS]__R134a__303.15__0.0968__#362,362,362,[emim],[PFBS],R134a,303.15,0.0968,0.0967,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[PFBS]__R134a__303.15__0.1319__#363,363,363,[emim],[PFBS],R134a,303.15,0.1319,0.154,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[PFBS]__R134a__303.15__0.1921__#364,364,364,[emim],[PFBS],R134a,303.15,0.1921,0.2138,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[PFBS]__R134a__303.15__0.2221__#365,365,365,[emim],[PFBS],R134a,303.15,0.2221,0.2479,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[PFBS]__R134a__303.15__0.2697__#366,366,366,[emim],[PFBS],R134a,303.15,0.2697,0.2872,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[PFBS]__R134a__303.15__0.3134__#367,367,367,[emim],[PFBS],R134a,303.15,0.3134,0.329,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[PFBS]__R134a__303.15__0.3509__#368,368,368,[emim],[PFBS],R134a,303.15,0.3509,0.3588,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[PFBS]__R134a__303.15__0.4466__#369,369,369,[emim],[PFBS],R134a,303.15,0.4466,0.4422,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[PFBS]__R134a__303.15__0.4928__#370,370,370,[emim],[PFBS],R134a,303.15,0.4928,0.4791,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FCC(F)(F)F,Table S3. VLE HFCs,REF_R134A,LVGUZGTVOIAKKC-UHFFFAOYSA-N,C2H2F4
[emim]__[PFBS]__R125__303.15__0.0266__#371,371,371,[emim],[PFBS],R125,303.15,0.0266,0.0284,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
[emim]__[PFBS]__R125__303.15__0.063__#372,372,372,[emim],[PFBS],R125,303.15,0.063,0.042,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
[emim]__[PFBS]__R125__303.15__0.0907__#373,373,373,[emim],[PFBS],R125,303.15,0.0907,0.0727,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
[emim]__[PFBS]__R125__303.15__0.1576__#374,374,374,[emim],[PFBS],R125,303.15,0.1576,0.111,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
[emim]__[PFBS]__R125__303.15__0.2241__#375,375,375,[emim],[PFBS],R125,303.15,0.2241,0.1606,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
[emim]__[PFBS]__R125__303.15__0.2715__#376,376,376,[emim],[PFBS],R125,303.15,0.2715,0.1893,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
[emim]__[PFBS]__R125__303.15__0.3532__#377,377,377,[emim],[PFBS],R125,303.15,0.3532,0.2432,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],C(C)[N+]1=CN(C=C1)C,FC(F)C(F)(F)F,Table S3. VLE HFCs,REF_R125,GTLACDSXYULKMZ-UHFFFAOYSA-N,C2HF5
