sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet,refrigerant_species_id,refrigerant_inchikey,refrigerant_formula
[hmim]__[PF6]__R1234ze(E)__293.15__0.0939__#3454,3454,3454,[hmim],[PF6],R1234ze(E),293.15,0.0939,0.0905,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__293.15__0.1371__#3455,3455,3455,[hmim],[PF6],R1234ze(E),293.15,0.1371,0.1327,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__293.15__0.1781__#3456,3456,3456,[hmim],[PF6],R1234ze(E),293.15,0.1781,0.1708,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__293.15__0.2166__#3457,3457,3457,[hmim],[PF6],R1234ze(E),293.15,0.2166,0.2089,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__293.15__0.2549__#3458,3458,3458,[hmim],[PF6],R1234ze(E),293.15,0.2549,0.2478,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__293.15__0.2902__#3459,3459,3459,[hmim],[PF6],R1234ze(E),293.15,0.2902,0.2861,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__303.15__0.103__#3460,3460,3460,[hmim],[PF6],R1234ze(E),303.15,0.103,0.0744,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__303.15__0.1515__#3461,3461,3461,[hmim],[PF6],R1234ze(E),303.15,0.1515,0.1078,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__303.15__0.1975__#3462,3462,3462,[hmim],[PF6],R1234ze(E),303.15,0.1975,0.1389,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__303.15__0.2412__#3463,3463,3463,[hmim],[PF6],R1234ze(E),303.15,0.2412,0.1706,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__303.15__0.2858__#3464,3464,3464,[hmim],[PF6],R1234ze(E),303.15,0.2858,0.2018,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__303.15__0.3274__#3465,3465,3465,[hmim],[PF6],R1234ze(E),303.15,0.3274,0.2336,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__313.15__0.1111__#3466,3466,3466,[hmim],[PF6],R1234ze(E),313.15,0.1111,0.0615,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__313.15__0.1641__#3467,3467,3467,[hmim],[PF6],R1234ze(E),313.15,0.1641,0.0883,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__313.15__0.2143__#3468,3468,3468,[hmim],[PF6],R1234ze(E),313.15,0.2143,0.1141,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__313.15__0.2626__#3469,3469,3469,[hmim],[PF6],R1234ze(E),313.15,0.2626,0.1398,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__313.15__0.3119__#3470,3470,3470,[hmim],[PF6],R1234ze(E),313.15,0.3119,0.1656,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__313.15__0.3585__#3471,3471,3471,[hmim],[PF6],R1234ze(E),313.15,0.3585,0.1923,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__323.15__0.1188__#3472,3472,3472,[hmim],[PF6],R1234ze(E),323.15,0.1188,0.0505,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__323.15__0.1755__#3473,3473,3473,[hmim],[PF6],R1234ze(E),323.15,0.1755,0.0725,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__323.15__0.2294__#3474,3474,3474,[hmim],[PF6],R1234ze(E),323.15,0.2294,0.094,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__323.15__0.2816__#3475,3475,3475,[hmim],[PF6],R1234ze(E),323.15,0.2816,0.1155,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__323.15__0.3351__#3476,3476,3476,[hmim],[PF6],R1234ze(E),323.15,0.3351,0.1369,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__323.15__0.3861__#3477,3477,3477,[hmim],[PF6],R1234ze(E),323.15,0.3861,0.1587,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__333.15__0.1258__#3478,3478,3478,[hmim],[PF6],R1234ze(E),333.15,0.1258,0.0418,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__333.15__0.1858__#3479,3479,3479,[hmim],[PF6],R1234ze(E),333.15,0.1858,0.0605,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__333.15__0.2431__#3480,3480,3480,[hmim],[PF6],R1234ze(E),333.15,0.2431,0.0785,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__333.15__0.2987__#3481,3481,3481,[hmim],[PF6],R1234ze(E),333.15,0.2987,0.0968,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__333.15__0.3559__#3482,3482,3482,[hmim],[PF6],R1234ze(E),333.15,0.3559,0.1146,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__333.15__0.4107__#3483,3483,3483,[hmim],[PF6],R1234ze(E),333.15,0.4107,0.133,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__343.15__0.1325__#3484,3484,3484,[hmim],[PF6],R1234ze(E),343.15,0.1325,0.0344,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__343.15__0.1956__#3485,3485,3485,[hmim],[PF6],R1234ze(E),343.15,0.1956,0.0504,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__343.15__0.256__#3486,3486,3486,[hmim],[PF6],R1234ze(E),343.15,0.256,0.0656,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__343.15__0.315__#3487,3487,3487,[hmim],[PF6],R1234ze(E),343.15,0.315,0.0804,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__343.15__0.3755__#3488,3488,3488,[hmim],[PF6],R1234ze(E),343.15,0.3755,0.0957,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[PF6]__R1234ze(E)__343.15__0.4342__#3489,3489,3489,[hmim],[PF6],R1234ze(E),343.15,0.4342,0.1102,F[P-](F)(F)(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,F/C=C/C(F)(F)F,Table S4. VLE HFOs,REF_R1234ZE_E,CDOOAUSHHFGWSA-OWOJBTEDSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__292.29__0.0993__#3490,3490,3490,[hmim],[Tf2N],R1234yf,292.29,0.0993,0.0775,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__293.01__0.1981__#3491,3491,3491,[hmim],[Tf2N],R1234yf,293.01,0.1981,0.1543,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__292.98__0.276__#3492,3492,3492,[hmim],[Tf2N],R1234yf,292.98,0.276,0.2206,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__293.64__0.3538__#3493,3493,3493,[hmim],[Tf2N],R1234yf,293.64,0.3538,0.2792,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__293.13__0.4344__#3494,3494,3494,[hmim],[Tf2N],R1234yf,293.13,0.4343999999999999,0.3536,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__303.05__0.1153__#3495,3495,3495,[hmim],[Tf2N],R1234yf,303.05,0.1153,0.0689,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__303.09__0.2306__#3496,3496,3496,[hmim],[Tf2N],R1234yf,303.09,0.2306,0.1386,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__303.07__0.3249__#3497,3497,3497,[hmim],[Tf2N],R1234yf,303.07,0.3248999999999999,0.1991,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__303.13__0.4161__#3498,3498,3498,[hmim],[Tf2N],R1234yf,303.13,0.4161,0.2545,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__303.15__0.5231__#3499,3499,3499,[hmim],[Tf2N],R1234yf,303.15,0.5231,0.323,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__313.06__0.1306__#3500,3500,3500,[hmim],[Tf2N],R1234yf,313.06,0.1306,0.061,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__313.06__0.2624__#3501,3501,3501,[hmim],[Tf2N],R1234yf,313.06,0.2623999999999999,0.1238,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__313.05__0.3724__#3502,3502,3502,[hmim],[Tf2N],R1234yf,313.05,0.3723999999999999,0.1789,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__313.13__0.4807__#3503,3503,3503,[hmim],[Tf2N],R1234yf,313.13,0.4807,0.2292,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__313.2__0.6103__#3504,3504,3504,[hmim],[Tf2N],R1234yf,313.2,0.6103,0.2925,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__323.08__0.1457__#3505,3505,3505,[hmim],[Tf2N],R1234yf,323.08,0.1457,0.0537,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__323.06__0.2938__#3506,3506,3506,[hmim],[Tf2N],R1234yf,323.06,0.2938,0.1098,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__323.05__0.4192__#3507,3507,3507,[hmim],[Tf2N],R1234yf,323.05,0.4191999999999999,0.1596,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__323.13__0.5437__#3508,3508,3508,[hmim],[Tf2N],R1234yf,323.13,0.5437000000000001,0.205,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__323.19__0.6954__#3509,3509,3509,[hmim],[Tf2N],R1234yf,323.19,0.6954,0.2628,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__333.1__0.1609__#3510,3510,3510,[hmim],[Tf2N],R1234yf,333.1,0.1609,0.0474,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__333.09__0.3241__#3511,3511,3511,[hmim],[Tf2N],R1234yf,333.09,0.3241,0.0972,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__333.17__0.4644__#3512,3512,3512,[hmim],[Tf2N],R1234yf,333.17,0.4644,0.142,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__333.21__0.6016__#3513,3513,3513,[hmim],[Tf2N],R1234yf,333.21,0.6016,0.1844,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__333.21__0.7763__#3514,3514,3514,[hmim],[Tf2N],R1234yf,333.21,0.7763,0.2355,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__343.11__0.176__#3515,3515,3515,[hmim],[Tf2N],R1234yf,343.11,0.176,0.0422,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__343.1__0.3531__#3516,3516,3516,[hmim],[Tf2N],R1234yf,343.1,0.3531,0.0869,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__343.19__0.5069__#3517,3517,3517,[hmim],[Tf2N],R1234yf,343.19,0.5069,0.1265,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__343.21__0.6585__#3518,3518,3518,[hmim],[Tf2N],R1234yf,343.21,0.6585,0.1648,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__343.19__0.8529__#3519,3519,3519,[hmim],[Tf2N],R1234yf,343.19,0.8529,0.2119,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__353.11__0.1899__#3520,3520,3520,[hmim],[Tf2N],R1234yf,353.11,0.1899,0.0376,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__353.11__0.3811__#3521,3521,3521,[hmim],[Tf2N],R1234yf,353.11,0.3811,0.0757,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__353.19__0.5472__#3522,3522,3522,[hmim],[Tf2N],R1234yf,353.19,0.5472,0.1121,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
[hmim]__[Tf2N]__R1234yf__353.21__0.7125__#3523,3523,3523,[hmim],[Tf2N],R1234yf,353.21,0.7125,0.1476,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C=C(F)C(F)(F)F,Table S4. VLE HFOs,REF_R1234YF,FXRLMCRCYDHQFW-UHFFFAOYSA-N,C3H2F4
