case_id,sample_id,seed,component,group_name,full_group_id,n_atoms,A_g_signed,A_g_abs,A_tilde_g,P_g,group_rank
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,43,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,6.347781328353008e-11,9.386499910668533e-11,9.386499910668533e-11,0.025730852590820218,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,44,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,6.4883635726304746e-18,1.1995051528159555e-17,2.399010305631911e-18,1.1994468471983066e-05,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,44,Anion,CF3,Anion:CF3,8,2.2203535104872352e-18,9.336306096595687e-18,1.1670382620744609e-18,9.335852276874911e-06,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,44,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,3.66584956297212e-18,8.982359234797003e-18,1.497059872466167e-18,8.981922619746289e-06,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,44,Refri,CHF2,Refri:CHF2,6,1.274818913613143e-18,6.9227403073149866e-18,1.1537900512191644e-18,6.9224038063433215e-06,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,44,Anion,Other,Anion:Other,4,1.740559441993522e-18,3.783072481203095e-18,9.457681203007737e-19,3.782888593391434e-06,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,44,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,-5.1801627514219885e-19,3.520950525613616e-18,1.760475262806808e-18,3.5207793790415276e-06,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,44,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,1.8495900668353481e-19,3.0081540703293564e-18,1.0027180234431187e-18,3.008007849797797e-06,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,44,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,5.653737610781434e-19,1.0617879560295785e-18,1.0617879560295785e-18,1.0617363445776035e-06,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,45,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.008470982313156128,0.08510557934641838,0.014184263224403063,0.24042424680090452,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,45,Anion,CF3,Anion:CF3,8,-0.0036709019914269447,0.07873455341905355,0.009841819177381694,0.22242602480771642,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,45,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.017900980077683926,0.05620675254613161,0.011241350509226321,0.15878472656913087,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,45,Refri,CHF2,Refri:CHF2,6,-0.03373268572613597,0.04599924758076668,0.007666541263461113,0.12994840688408502,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,45,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,0.03544355928897858,0.03618238866329193,0.018091194331645966,0.10221566680628733,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,45,Anion,Other,Anion:Other,4,-0.02516746148467064,0.026242710649967194,0.006560677662491798,0.07413596136100993,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,45,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.005261922720819712,0.014946714043617249,0.0049822380145390826,0.04222464019024872,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,45,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.010460726916790009,0.010562904179096222,0.010562904179096222,0.029840326577792252,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,46,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.0,0.0,0.0,0.0,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,46,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0,0.0,0.0,0.0,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,46,Anion,CF3,Anion:CF3,8,0.0,0.0,0.0,0.0,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,46,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.0,0.0,0.0,0.0,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,46,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.0,0.0,0.0,0.0,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,46,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,0.0,0.0,0.0,0.0,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,46,Anion,Other,Anion:Other,4,0.0,0.0,0.0,0.0,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,46,Refri,CHF2,Refri:CHF2,6,0.0,0.0,0.0,0.0,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,42,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.0,0.0,0.0,0.0,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,42,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0,0.0,0.0,0.0,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,42,Anion,CF3,Anion:CF3,8,0.0,0.0,0.0,0.0,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,42,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.0,0.0,0.0,0.0,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,42,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.0,0.0,0.0,0.0,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,42,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,0.0,0.0,0.0,0.0,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,42,Anion,Other,Anion:Other,4,0.0,0.0,0.0,0.0,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,42,Refri,CF3,Refri:CF3,4,0.0,0.0,0.0,0.0,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,42,Refri,CH2F,Refri:CH2F,2,0.0,0.0,0.0,0.0,9
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,43,Anion,CF3,Anion:CF3,8,-7.087626874291431e-10,8.621290625843159e-10,1.0776613282303948e-10,0.25338510588576324,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,43,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-4.774497741610872e-10,5.954205739566731e-10,9.923676232611219e-11,0.17499781845461038,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,43,Refri,CF3,Refri:CF3,4,-3.284526331470694e-10,3.976149617890279e-10,9.940374044725697e-11,0.1168615159459646,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,43,Anion,Other,Anion:Other,4,-2.832510337391625e-10,3.495976841350057e-10,8.739942103375142e-11,0.10274893871044123,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,43,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,-2.7379171152475124e-10,3.245814728103369e-10,1.6229073640516845e-10,0.09539651825455166,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,43,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-1.4765539181962883e-10,3.180924690315834e-10,6.361849380631667e-11,0.09348935959243224,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,43,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-2.2390547055328724e-10,2.7597504143050955e-10,9.199168047683652e-11,0.08111078506631207,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,43,Refri,CH2F,Refri:CH2F,2,-1.5841139511252322e-10,1.9155764474643178e-10,9.577882237321589e-11,0.05629998593459439,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,43,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-6.356622866965367e-11,8.64767840669245e-11,8.64767840669245e-11,0.025416065921469812,9
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,44,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-1.19462197478781e-17,2.2085256652480972e-17,4.417051330496195e-18,2.2083283868307517e-05,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,44,Anion,CF3,Anion:CF3,8,-4.0891519519169835e-18,1.7191221465205363e-17,2.1489026831506704e-18,1.7189685844851815e-05,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,44,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-6.751239038059201e-18,1.653945008501334e-17,2.75657501416889e-18,1.6537972684687922e-05,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,44,Refri,CF3,Refri:CF3,4,-1.962505080134935e-18,8.561935175889882e-18,2.1404837939724705e-18,8.561170373810608e-06,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,44,Anion,Other,Anion:Other,4,-3.205400974259337e-18,6.966877424029897e-18,1.7417193560074743e-18,6.96625510182931e-06,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,44,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,9.536409151783237e-19,6.4818898503614814e-18,3.2409449251807407e-18,6.481310850084868e-06,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,44,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-3.405782013831493e-19,5.5392894182164796e-18,1.8464298060721597e-18,5.538794616518297e-06,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,44,Refri,CH2F,Refri:CH2F,2,-5.210665036509881e-19,4.012857878696344e-18,2.006428939348172e-18,4.012499426782564e-06,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,44,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-1.0410093858373996e-18,1.9550451000818374e-18,1.9550451000818374e-18,1.9548704640297183e-06,9
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,45,Anion,CF3,Anion:CF3,8,0.005759439431130886,0.16923856921494007,0.02115482115186751,0.23000678369784575,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,45,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.009511221200227737,0.1502806320786476,0.025046772013107937,0.20424165127861207,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,45,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.033997658640146255,0.09777254052460194,0.019554508104920387,0.13287956571808304,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,45,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,0.0825062021613121,0.08338897675275803,0.04169448837637901,0.11333131937789466,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,45,Refri,CF3,Refri:CF3,4,-0.005761223845183849,0.07947658747434616,0.01986914686858654,0.10801411492103961,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,45,Refri,CH2F,Refri:CH2F,2,0.03763553127646446,0.05705011263489723,0.028525056317448616,0.0775350026747577,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,45,Anion,Other,Anion:Other,4,-0.05051908642053604,0.051614515483379364,0.012903628870844841,0.07014765460098642,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,45,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.009358783019706607,0.02720643486827612,0.009068811622758707,0.03697540465489056,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,45,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.0193026140332222,0.01976979523897171,0.01976979523897171,0.026868503074531133,9
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,46,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.0,0.0,0.0,0.0,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,46,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0,0.0,0.0,0.0,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,46,Anion,CF3,Anion:CF3,8,0.0,0.0,0.0,0.0,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,46,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.0,0.0,0.0,0.0,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,46,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.0,0.0,0.0,0.0,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,46,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,0.0,0.0,0.0,0.0,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,46,Anion,Other,Anion:Other,4,0.0,0.0,0.0,0.0,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,46,Refri,CF3,Refri:CF3,4,0.0,0.0,0.0,0.0,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.1__0.1003,46,Refri,CH2F,Refri:CH2F,2,0.0,0.0,0.0,0.0,9
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,42,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.0,0.0,0.0,0.0,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,42,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0,0.0,0.0,0.0,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,42,Anion,CF3,Anion:CF3,8,0.0,0.0,0.0,0.0,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,42,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.0,0.0,0.0,0.0,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,42,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.0,0.0,0.0,0.0,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,42,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,0.0,0.0,0.0,0.0,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,42,Anion,Other,Anion:Other,4,0.0,0.0,0.0,0.0,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,42,Refri,CHF2,Refri:CHF2,6,0.0,0.0,0.0,0.0,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,43,Anion,CF3,Anion:CF3,8,5.805369240885483e-10,8.142179153125539e-10,1.0177723941406924e-10,0.25674959348751053,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,43,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,3.9234876458849044e-10,5.616820342169149e-10,9.361367236948581e-11,0.17711675368758292,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,43,Refri,CHF2,Refri:CHF2,6,3.8610378783054955e-10,5.362207622372495e-10,8.937012703954157e-11,0.1690879801768151,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,43,Anion,Other,Anion:Other,4,2.309816782286589e-10,3.318435803922881e-10,8.296089509807203e-11,0.10464115658085708,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,43,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,2.2564096424648739e-10,3.041085855359782e-10,1.520542927679891e-10,0.09589540372917456,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,43,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,8.823200883020105e-11,2.895284879900206e-10,5.7905697598004124e-11,0.09129782113177388,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,43,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,1.7255928630444117e-10,2.5099720218912935e-10,8.366573406304312e-11,0.07914764391277676,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,43,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,5.4861427900565474e-11,8.165441933716266e-11,8.165441933716266e-11,0.02574831451998633,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,44,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,4.243210515294652e-18,7.844432301911639e-18,1.5688864603823278e-18,7.844182936354751e-06,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,44,Anion,CF3,Anion:CF3,8,1.4520491711679856e-18,6.1056859364232565e-18,7.632107420529071e-19,6.1054918436304165e-06,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,44,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,2.397363737999139e-18,5.8742131938779754e-18,9.790355323129958e-19,5.874026459339644e-06,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,44,Refri,CHF2,Refri:CHF2,6,8.336961074429547e-19,4.527280054077e-18,7.545466756795e-19,4.527136137007106e-06,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,44,Anion,Other,Anion:Other,4,1.1382779676578164e-18,2.4740248338425074e-18,6.185062084606268e-19,2.47394618741448e-06,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,44,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,-3.3876843360045985e-19,2.302604266395234e-18,1.151302133197617e-18,2.3025310692315533e-06,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,44,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,1.209582332327171e-19,1.9672494779358096e-18,6.557498259786032e-19,1.9671869413184073e-06,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,44,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,3.6973890291505775e-19,6.943800739300893e-19,6.943800739300893e-19,6.943580003794276e-07,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,45,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.010608810931444168,0.10723751224577427,0.017872918707629044,0.24055281323222688,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,45,Anion,CF3,Anion:CF3,8,-0.004774732515215874,0.09908389486372471,0.012385486857965589,0.22226279924182404,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,45,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.022502677515149117,0.07091297302395105,0.01418259460479021,0.15907041107478348,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,45,Refri,CHF2,Refri:CHF2,6,-0.04235245054587722,0.05784107744693756,0.009640179574489594,0.12974782432806967,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,45,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,0.04456370323896408,0.04548489302396774,0.02274244651198387,0.10203070499626855,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,45,Anion,Other,Anion:Other,4,-0.03177071362733841,0.033100735396146774,0.008275183849036694,0.07425083679067182,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,45,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.006624511908739805,0.01884047919884324,0.006280159732947747,0.042262545810816156,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,45,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.013165224343538284,0.013294560834765434,0.013294560834765434,0.02982206452309628,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,46,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.0,0.0,0.0,0.0,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,46,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0,0.0,0.0,0.0,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,46,Anion,CF3,Anion:CF3,8,0.0,0.0,0.0,0.0,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,46,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.0,0.0,0.0,0.0,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,46,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.0,0.0,0.0,0.0,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,46,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,0.0,0.0,0.0,0.0,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,46,Anion,Other,Anion:Other,4,0.0,0.0,0.0,0.0,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,46,Refri,CHF2,Refri:CHF2,6,0.0,0.0,0.0,0.0,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,42,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,0.0,0.0,0.0,0.0,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,42,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,0.0,0.0,0.0,0.0,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,42,Anion,CF3,Anion:CF3,8,0.0,0.0,0.0,0.0,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,42,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.0,0.0,0.0,0.0,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,42,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,0.0,0.0,0.0,0.0,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,42,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,0.0,0.0,0.0,0.0,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,42,Anion,Other,Anion:Other,4,0.0,0.0,0.0,0.0,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,42,Refri,CF3,Refri:CF3,4,0.0,0.0,0.0,0.0,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,42,Refri,CH2F,Refri:CH2F,2,0.0,0.0,0.0,0.0,9
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,43,Anion,CF3,Anion:CF3,8,-8.138912026972589e-11,9.280092232860637e-11,1.1600115291075797e-11,0.24730415844235548,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,43,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-5.436776549794242e-11,6.376688760356686e-11,1.0627814600594476e-11,0.16993167825905586,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,43,Refri,CF3,Refri:CF3,4,-3.981597516966584e-11,4.4698194798242774e-11,1.1174548699560694e-11,0.11911572828263185,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,43,Anion,Other,Anion:Other,4,-3.2887820938798384e-11,3.7732171553894744e-11,9.433042888473686e-12,0.10055204946451372,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,43,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-2.8882603014986075e-11,3.733703450581327e-11,7.467406901162654e-12,0.09949905308588762,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,43,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,-3.095306649880669e-11,3.487015190484222e-11,1.743507595242111e-11,0.09292508474267452,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,43,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-2.965962805218103e-11,3.234934368989695e-11,1.0783114563298982e-11,0.08620741062318521,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,43,Refri,CH2F,Refri:CH2F,2,-1.9559322911311128e-11,2.1736239544378755e-11,1.0868119772189377e-11,0.05792466597680594,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,43,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-6.280897676957942e-12,8.959203171010621e-12,8.959203171010621e-12,0.023875282108461102,9
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,44,Cation,Imidazolium_Ring,Cation:Imidazolium_Ring,5,-1.7178397270578647e-17,3.1758104903606614e-17,6.3516209807213225e-18,3.1754025780149135e-05,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,44,Anion,CF3,Anion:CF3,8,-5.880109233886677e-18,2.4720592459119283e-17,3.0900740573899103e-18,2.4717417258681827e-05,2
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,44,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,-9.708130295985597e-18,2.3783360015559444e-17,3.963893335926574e-18,2.3780305196576022e-05,3
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,44,Refri,CF3,Refri:CF3,4,-2.8220385359025017e-18,1.2311870801754103e-17,3.0779677004385256e-18,1.2310289421468808e-05,4
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,44,Anion,Other,Anion:Other,4,-4.609296459377705e-18,1.0018216836381846e-17,2.5045542090954614e-18,1.0016930061134285e-05,5
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,44,Anion,Alkyl_Chain,Anion:Alkyl_Chain,2,1.371314495151129e-18,9.32081176295165e-18,4.660405881475825e-18,9.319614564881414e-06,6
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,44,Cation,Alkyl_Chain,Cation:Alkyl_Chain,3,-4.897438104918075e-19,7.96537396568271e-18,2.65512465522757e-18,7.96435086484311e-06,7
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,44,Refri,CH2F,Refri:CH2F,2,-7.492816538476706e-19,5.77039933866558e-18,2.88519966933279e-18,5.769658168140046e-06,8
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,44,Anion,Sulfonimide_N,Anion:Sulfonimide_N,1,-1.4969482375493313e-18,2.8113110373334546e-18,2.8113110373334546e-18,2.8109499425882404e-06,9
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,45,Anion,CF3,Anion:CF3,8,0.006029544398188591,0.23760611191391945,0.02970076398923993,0.22825981644824203,1
Case2_R134_vs_R134a,[emim]__[BEI]__R134a__283.15__0.1502,45,Anion,Sulfonyl_SO2,Anion:Sulfonyl_SO2,6,0.014232233166694641,0.21427692472934723,0.03571282078822454,0.20584828863970514,2
