case_id,sample_id,seed,atom_idx,local_atom_idx,component,atom_symbol,primary_group_id,overlapping_group_ids,a_i_signed,a_i_abs
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,4,4,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,5,5,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,6,6,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,2,2,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,3,3,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,0,0,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,1,1,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,7,7,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,9,1,Anion,C,Carboxylate_COO,Carboxylate_COO,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,10,2,Anion,O,Carboxylate_COO,Carboxylate_COO,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,11,3,Anion,O,Carboxylate_COO,Carboxylate_COO,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,8,0,Anion,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,15,3,Refri,C,CF3,CF3;Alkyl_Chain,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,16,4,Refri,F,CF3,CF3,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,17,5,Refri,F,CF3,CF3,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,18,6,Refri,F,CF3,CF3,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,13,1,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,14,2,Refri,F,Halogenated_Alkene,Halogenated_Alkene,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,42,12,0,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,4,4,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-3.229670350601843e-11,6.585310768913999e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,5,5,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-2.8670116627993458e-11,6.357470105911034e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,6,6,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-2.8113868871804115e-11,6.234156940676527e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,2,2,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-1.7818435529143306e-12,3.4357267031381866e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,3,3,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-2.8670121832163886e-11,6.357470799800424e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,0,0,Cation,C,Alkyl_Chain,Alkyl_Chain,-7.685417580116649e-11,9.816897988956796e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,1,1,Cation,C,Alkyl_Chain,Alkyl_Chain,-5.878178499507669e-11,7.69104849251967e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,7,7,Cation,C,Alkyl_Chain,Alkyl_Chain,-5.8068567315716635e-11,7.597757839539199e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,9,1,Anion,C,Carboxylate_COO,Carboxylate_COO,-7.612574459692212e-11,1.0945089279346121e-10
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,10,2,Anion,O,Carboxylate_COO,Carboxylate_COO,-5.0043809374233916e-11,7.147207825575208e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,11,3,Anion,O,Carboxylate_COO,Carboxylate_COO,-2.920149885787815e-11,5.359442750707544e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,8,0,Anion,C,Alkyl_Chain,Alkyl_Chain,-6.710713928992362e-11,8.588321720459646e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,15,3,Refri,C,CF3,CF3;Alkyl_Chain,-1.0864952687539287e-10,1.318561371199678e-10
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,16,4,Refri,F,CF3,CF3,-5.922058676777198e-11,7.663115975109491e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,17,5,Refri,F,CF3,CF3,-5.922058676777198e-11,7.663115975109491e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,18,6,Refri,F,CF3,CF3,-5.922058676777198e-11,7.663115975109491e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,13,1,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,-6.686168285696681e-11,9.655962140975305e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,14,2,Refri,F,Halogenated_Alkene,Halogenated_Alkene,-5.850603335133542e-11,7.569768423199008e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,43,12,0,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,-4.176132009647837e-11,6.387425310894201e-11
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,4,4,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-3.3405738151802893e-19,4.851584898624846e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,5,5,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-1.2978876108793574e-19,3.137779114279492e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,6,6,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-1.2727101717378039e-19,3.076910253422953e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,2,2,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-2.883926690068859e-19,4.445360118715234e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,3,3,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-1.2978876108793574e-19,3.137779114279492e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,0,0,Cation,C,Alkyl_Chain,Alkyl_Chain,-1.6776447437622892e-20,1.836637193924592e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,1,1,Cation,C,Alkyl_Chain,Alkyl_Chain,-6.0101812397109266e-21,1.4249954149785234e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,7,7,Cation,C,Alkyl_Chain,Alkyl_Chain,-5.937276254706888e-21,1.4077088911398136e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,9,1,Anion,C,Carboxylate_COO,Carboxylate_COO,-1.1132923051714045e-19,2.666714489585204e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,10,2,Anion,O,Carboxylate_COO,Carboxylate_COO,-1.756910424559434e-19,2.1645821243061603e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,11,3,Anion,O,Carboxylate_COO,Carboxylate_COO,-1.3700516230003078e-19,1.7113587514488753e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,8,0,Anion,C,Alkyl_Chain,Alkyl_Chain,2.3274639389345963e-20,1.555561738766956e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,15,3,Refri,C,CF3,CF3;Alkyl_Chain,4.4069556092145605e-20,2.5980566892857125e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,16,4,Refri,F,CF3,CF3,-6.856226093874138e-20,1.5290555115195185e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,17,5,Refri,F,CF3,CF3,-6.856226093874138e-20,1.5290555115195185e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,18,6,Refri,F,CF3,CF3,-6.856226093874138e-20,1.5290555115195185e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,13,1,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,-1.0853025811941414e-19,2.6679945515831296e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,14,2,Refri,F,Halogenated_Alkene,Halogenated_Alkene,-6.773053729516785e-20,1.5105065032708997e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,44,12,0,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,-6.553079909009939e-20,1.58964145075717e-19
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,4,4,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-0.005920249503105879,0.006659628823399544
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,5,5,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.007782922126352787,0.007856061682105064
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,6,6,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.006973584648221731,0.007039741147309542
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,2,2,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-0.00512719014659524,0.005481419153511524
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,3,3,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.008097867481410503,0.008167359046638012
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,0,0,Cation,C,Alkyl_Chain,Alkyl_Chain,0.006439363118261099,0.006711780093610287
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,1,1,Cation,C,Alkyl_Chain,Alkyl_Chain,-0.0015490463702008128,0.001752637792378664
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,7,7,Cation,C,Alkyl_Chain,Alkyl_Chain,-0.00129677914083004,0.0015323917614296079
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,9,1,Anion,C,Carboxylate_COO,Carboxylate_COO,0.003713909536600113,0.00540628656744957
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,10,2,Anion,O,Carboxylate_COO,Carboxylate_COO,0.005325838457792997,0.005541171878576279
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,11,3,Anion,O,Carboxylate_COO,Carboxylate_COO,0.007190331816673279,0.00725783035159111
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,8,0,Anion,C,Alkyl_Chain,Alkyl_Chain,0.0014233788242563605,0.0020961787085980177
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,15,3,Refri,C,CF3,CF3;Alkyl_Chain,0.014208182692527771,0.014913627877831459
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,16,4,Refri,F,CF3,CF3,-0.005585466977208853,0.00572529062628746
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,17,5,Refri,F,CF3,CF3,-0.005585466977208853,0.00572529062628746
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,18,6,Refri,F,CF3,CF3,-0.005585466977208853,0.00572529062628746
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,13,1,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,0.00557518657296896,0.012643987312912941
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,14,2,Refri,F,Halogenated_Alkene,Halogenated_Alkene,-0.004908804781734943,0.005032635293900967
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,45,12,0,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,0.005315515212714672,0.00692619988694787
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,4,4,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,5,5,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,6,6,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,2,2,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,3,3,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,0,0,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,1,1,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,7,7,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,9,1,Anion,C,Carboxylate_COO,Carboxylate_COO,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,10,2,Anion,O,Carboxylate_COO,Carboxylate_COO,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,11,3,Anion,O,Carboxylate_COO,Carboxylate_COO,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,8,0,Anion,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,15,3,Refri,C,CF3,CF3;Alkyl_Chain,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,16,4,Refri,F,CF3,CF3,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,17,5,Refri,F,CF3,CF3,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,18,6,Refri,F,CF3,CF3,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,13,1,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,14,2,Refri,F,Halogenated_Alkene,Halogenated_Alkene,0.0,0.0
Case1_R1234yf,[emim]__[Ac]__R1234yf__313.15__0.311,46,12,0,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,4,4,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,5,5,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,6,6,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,2,2,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,3,3,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,0,0,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,1,1,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,7,7,Cation,C,Alkyl_Chain,Alkyl_Chain,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,9,1,Anion,B,BF4_Core,BF4_Core,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,8,0,Anion,F,BF4_Core,BF4_Core,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,10,2,Anion,F,BF4_Core,BF4_Core,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,11,3,Anion,F,BF4_Core,BF4_Core,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,12,4,Anion,F,BF4_Core,BF4_Core,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,16,3,Refri,C,CF3,CF3;Alkyl_Chain,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,17,4,Refri,F,CF3,CF3,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,18,5,Refri,F,CF3,CF3,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,19,6,Refri,F,CF3,CF3,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,14,1,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,15,2,Refri,F,Halogenated_Alkene,Halogenated_Alkene,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,42,13,0,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,0.0,0.0
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,4,4,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-1.8572088311685775e-11,3.786379543235796e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,5,5,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-1.649913712598039e-11,3.657991270999972e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,6,6,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-1.6178940132061115e-11,3.587019570261418e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,2,2,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-1.0257324503659682e-12,1.9758365082944707e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,3,3,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-1.650142696096868e-11,3.6584985041443474e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,0,0,Cation,C,Alkyl_Chain,Alkyl_Chain,-4.4214285011001664e-11,5.647293396804365e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,1,1,Cation,C,Alkyl_Chain,Alkyl_Chain,-3.3835979157403884e-11,4.426801286649962e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,7,7,Cation,C,Alkyl_Chain,Alkyl_Chain,-3.3431323681609726e-11,4.3738755672873e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,9,1,Anion,B,BF4_Core,BF4_Core,-4.5084255773097937e-11,6.489757342631464e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,8,0,Anion,F,BF4_Core,BF4_Core,-3.882083890460741e-11,5.0259810202568644e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,10,2,Anion,F,BF4_Core,BF4_Core,-3.882083890460741e-11,5.0259810202568644e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,11,3,Anion,F,BF4_Core,BF4_Core,-3.882083890460741e-11,5.0259810202568644e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,12,4,Anion,F,BF4_Core,BF4_Core,-3.882083890460741e-11,5.0259810202568644e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,16,3,Refri,C,CF3,CF3;Alkyl_Chain,-6.2445860982141e-11,7.57797713468733e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,17,4,Refri,F,CF3,CF3,-3.40978703605721e-11,4.411966972317494e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,18,5,Refri,F,CF3,CF3,-3.40978703605721e-11,4.411966972317494e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,19,6,Refri,F,CF3,CF3,-3.40978703605721e-11,4.411966972317494e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,14,1,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,-3.844910501094034e-11,5.5522302033761406e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,15,2,Refri,F,Halogenated_Alkene,Halogenated_Alkene,-3.36826538882562e-11,4.3577322306198596e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,43,13,0,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,-2.4043376664617533e-11,3.6770871070235245e-11
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,4,4,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-3.8816259330087477e-19,5.637366155495361e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,5,5,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-1.5091781029059279e-19,3.648595195779723e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,6,6,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-1.4798942290109314e-19,3.577798358114958e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,2,2,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-3.3516515730399643e-19,5.166322468810328e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,3,3,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,-1.5093877414924218e-19,3.6491015854109703e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,0,0,Cation,C,Alkyl_Chain,Alkyl_Chain,-1.9503384036223195e-20,2.1351740440723102e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,1,1,Cation,C,Alkyl_Chain,Alkyl_Chain,-6.990968645780198e-21,1.6575363061885519e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,7,7,Cation,C,Alkyl_Chain,Alkyl_Chain,-6.907374936298325e-21,1.63771680021784e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,9,1,Anion,B,BF4_Core,BF4_Core,-1.0359109159602612e-20,2.396928498825268e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,8,0,Anion,F,BF4_Core,BF4_Core,-8.506257545461361e-20,1.8488189794080839e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,10,2,Anion,F,BF4_Core,BF4_Core,-8.506257545461361e-20,1.8488189794080839e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,11,3,Anion,F,BF4_Core,BF4_Core,-8.506257545461361e-20,1.8488189794080839e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,12,4,Anion,F,BF4_Core,BF4_Core,-8.506257545461361e-20,1.8488189794080839e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,16,3,Refri,C,CF3,CF3;Alkyl_Chain,5.1184272250033443e-20,3.0174969719505662e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,17,4,Refri,F,CF3,CF3,-7.977376356370855e-20,1.7790910141911021e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,18,5,Refri,F,CF3,CF3,-7.977376356370855e-20,1.7790910141911021e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,19,6,Refri,F,CF3,CF3,-7.977376356370855e-20,1.7790910141911021e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,14,1,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,-1.2611587237304716e-19,3.1003008531944214e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,15,2,Refri,F,Halogenated_Alkene,Halogenated_Alkene,-7.879714114127045e-20,1.757310831674698e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,44,13,0,Refri,C,Halogenated_Alkene,Halogenated_Alkene;Alkene_C=C,-7.623798003535063e-20,1.8493757753579086e-19
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,45,4,4,Cation,N,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt,-0.0028624162077903748,0.003167014569044113
Case1_R1234yf,[emim]__[BF4]__R1234yf__313.15__0.3919,45,5,5,Cation,C,Imidazolium_Ring,Imidazolium_Ring;Imidazolium_Alt;Aromatic_C,0.0040487563237547874,0.004083721898496151
