case_id,sample_id,seed,top_group_name,top_group_component,top_k_atoms,delta_y_top,delta_y_rand_mean,delta_y_rand_comp_mean,delta_y_rand_glob_mean,r_faith,r_faith_comp,r_faith_glob,y_orig,y_base,comp_rel_err
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,46,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2150399088859558,0.2150399088859558,5.084882710205962e-07
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,42,Cation:Imidazolium_Ring,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24428579211235046,0.24428579211235046,0.0
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,43,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23894809186458588,0.23894809186458588,4.332397236473599e-10
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,44,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25578293204307556,0.25578293204307556,3.378061361367736e-11
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,45,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2495613396167755,0.2495613396167755,5.8349414641905954e-09
Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,46,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2544551193714142,0.2544551193714142,1.185788771861096e-06
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.3996,42,Cation:Imidazolium_Ring,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3136458694934845,0.3136458694934845,0.0
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.3996,43,Anion:PF6_Core,Anion,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30935144424438477,0.30935144424438477,7.22237942008989e-10
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.3996,44,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3269979655742645,0.3269979655742645,3.898420170645654e-11
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.3996,45,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32673537731170654,0.32673537731170654,9.749905088268633e-10
Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.3996,46,Cation:Alkyl_Chain,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32957330346107483,0.32957330346107483,9.212162283001035e-07
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.194,42,Anion:CF3,Anion,8,1.4901161193847656e-08,1.6391277313232423e-08,1.6391277313232423e-08,1.3907750447591146e-08,0.9090909090909091,0.9090909090909091,1.0714285714285714,0.23247130215168,0.23247134685516357,0.008726868117037156
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.194,43,Anion:CF3,Anion,8,1.4901161193847656e-08,1.4404455820719401e-08,1.4404455820719401e-08,1.2914339701334636e-08,1.0344827586206897,1.0344827586206897,1.1538461538461537,0.23295655846595764,0.23295652866363525,0.0007880096575263451
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.194,44,Cation:Imidazolium_Ring,Cation,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26750537753105164,0.26750537753105164,0.0
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.194,45,Refri:Alkene_C=C,Refri,2,0.18011124432086945,0.0007905383904774983,0.0007905383904774983,0.0009994407494862874,227.83364665197254,227.83364665197254,180.2120279901001,0.39546704292297363,0.23131801187992096,0.012904490845240792
Case4_R1336mzz_Stereo,[emim]__[Tf2N]__R1336mzz(E)__293.1__0.194,46,Anion:CF3,Anion,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2947477400302887,0.2947477400302887,4.525698355498828e-14
